variant_select,variant_simulation,variant_backprop,variant_finalmove,winrate,moveTime,maxMoves,game_numPlayers,game_numCells,game_numVertices,game_numEdges,game_numComponents,game_numPhases,game_numRows,game_numColumns,game_numCorners,game_numPlayableSites,game_avgNumDirections,game_avgNumOrthogonal,game_avgNumDiagonal,game_isStacking,game_isStochastic,game_hasHiddenInfo,game_requiresTeams,game_hasTrack,game_hasCard,game_hasHandDice,game_isVertexGame,game_isEdgeGame,game_isCellGame,game_isDeductionPuzzle,game_isSimultaneous,game_isAlternating,game_maxCount,game_maxLocalStates,game_stateSpaceLog
UCB1 tuned,MAST,Implicit Minimax,MaxAvgScore,0.36666666666666664,0.5,1000,2,6,12,17,1,1,2,7,2,12,4.17,2.83,1.33,0,0,0,0,1,0,0,1,0,0,0,,,,,
UCB1 GRAVE,Random,Score Bounded,Proportional Exp,0.03333333333333333,0.5,1000,2,5,12,16,1,1,2,6,4,14,4.33,2.67,1.67,0,0,0,0,1,0,0,1,0,1,0,,,,,
UCB1 GRAVE,NST,MonteCarlo,MaxAvgScore,0.16666666666666666,0.5,1000,2,11,24,34,1,2,2,12,4,26,4.67,2.83,1.83,0,0,0,0,1,0,0,1,0,1,0,,,,,
Progressive History,NST,Implicit Minimax,Proportional Exp,0.03333333333333333,0.5,1000,2,5,12,16,1,1,2,6,4,12,4.33,2.67,1.67,0,0,0,0,1,0,0,1,0,0,0,,,,,
UCB1 tuned,NST,Score Bounded,Proportional Exp,0.6666666666666666,0.5,1000,2,10,20,29,1,1,2,11,2,20,4.5,2.9,1.6,0,0,0,0,1,0,0,1,0,0,0,,,,,
UCB1 GRAVE,MAST,Implicit Minimax,Robust,0.06666666666666667,0.5,1000,2,5,12,16,1,2,2,6,4,19,4.33,2.67,1.67,0,0,0,0,1,0,0,1,0,1,0,,,,,
Progressive History,Random,MonteCarlo,Robust,0.3333333333333333,0.5,1000,2,5,12,16,1,1,2,6,4,19,4.33,2.67,1.67,0,0,0,0,1,0,0,1,0,1,0,,,,,
Progressive History,MAST,Score Bounded,MaxAvgScore,0.0,0.5,1000,2,19,40,58,1,2,2,20,4,61,4.8,2.9,1.9,0,0,0,0,1,0,0,1,0,1,0,,,,,
Progressive Widening,Random,Implicit Minimax,MaxAvgScore,0.5,0.5,1000,2,32,25,56,2,1,5,5,4,25,4.48,4.48,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
McBRAVE,Random,Implicit Minimax,MaxAvgScore,0.0,0.5,1000,2,5,12,16,1,3,2,6,4,19,4.33,2.67,1.67,0,0,0,0,1,0,0,1,0,1,0,,,,,
McBRAVE,MAST,MonteCarlo,Proportional Exp,0.13333333333333333,0.5,1000,2,5,10,14,1,2,2,6,2,17,4.0,2.8,1.2,0,0,0,0,1,0,0,1,0,1,0,,,,,
McGRAVE,NST,MonteCarlo,MaxAvgScore,0.1,0.5,1000,2,3,8,10,1,2,2,4,4,13,4.0,2.5,1.5,0,0,0,0,1,0,0,1,0,1,0,,,,,
McBRAVE,NST,Score Bounded,Robust,0.0,0.5,1000,2,4,10,13,1,2,2,5,4,16,4.2,2.6,1.6,0,0,0,0,1,0,0,1,0,1,0,,,,,
McGRAVE,Random,Score Bounded,Proportional Exp,0.03333333333333333,0.5,1000,2,3,8,10,1,1,2,4,4,8,4.0,2.5,1.5,0,0,0,0,1,0,0,1,0,0,0,,,,,
Progressive Widening,NST,Implicit Minimax,Proportional Exp,0.0,0.5,1000,2,3,8,10,1,3,2,4,4,13,4.0,2.5,1.5,0,0,0,0,1,0,0,1,0,1,0,,,,,
McGRAVE,MAST,Implicit Minimax,Robust,0.0,0.5,1000,2,8,16,23,1,1,2,9,2,16,4.38,2.88,1.5,0,0,0,0,1,0,0,1,0,0,0,,,,,
Progressive Widening,Random,MonteCarlo,Robust,0.5,0.5,1000,2,8,16,23,1,1,2,9,2,16,4.38,2.88,1.5,0,0,0,0,1,0,0,1,0,0,0,,,,,
Progressive Widening,MAST,Score Bounded,MaxAvgScore,0.3333333333333333,0.5,1000,2,8,16,23,1,1,2,9,2,16,4.38,2.88,1.5,0,0,0,0,1,0,0,1,0,0,0,,,,,
Implicit Minimax,Random,Implicit Minimax,MaxAvgScore,0.06666666666666667,0.5,1000,2,9,20,28,1,2,2,10,4,31,4.6,2.8,1.8,0,0,0,0,1,0,0,1,0,1,0,,,,,
Progressive Widening,MAST,MonteCarlo,Proportional Exp,0.5,0.5,1000,2,24,25,48,2,1,5,5,4,25,5.12,3.84,1.28,0,0,0,0,0,0,0,1,0,0,0,,,,,
Alpha-Beta,MAST,MonteCarlo,Proportional Exp,0.03333333333333333,0.5,1000,2,8,16,23,1,3,2,9,2,16,4.38,2.88,1.5,0,0,0,0,1,0,0,1,0,0,0,,,,,
Implicit Minimax,NST,MonteCarlo,MaxAvgScore,0.2,0.5,1000,2,7,14,20,1,1,2,8,2,14,4.29,2.86,1.43,0,0,0,0,1,0,0,1,0,0,0,,,,,
Alpha-Beta,Random,Score Bounded,Robust,0.03333333333333333,0.5,1000,2,1,13,12,1,1,3,5,4,13,2.77,1.85,0.92,0,0,0,0,1,0,0,1,0,0,0,,,,,
Alpha-Beta,NST,Implicit Minimax,Robust,0.2,0.5,1000,2,4,10,13,1,1,2,5,4,16,4.2,2.6,1.6,0,0,0,0,1,0,0,1,0,1,0,,,,,
Implicit Minimax,Random,Implicit Minimax,Proportional Exp,0.0,0.5,1000,2,7,14,20,1,2,2,8,2,14,4.29,2.86,1.43,0,0,0,0,1,0,0,1,0,0,0,,,,,
Alpha-Beta,Random,MonteCarlo,MaxAvgScore,0.2,0.5,1000,2,39,80,118,1,1,2,40,4,121,4.9,2.95,1.95,0,0,0,0,1,0,0,1,0,1,0,,,,,
UCB1,Random,Score Bounded,Proportional Exp,0.16666666666666666,0.5,1000,2,7,14,20,1,2,2,8,2,14,4.29,2.86,1.43,0,0,0,0,1,0,0,1,0,0,0,,,,,
UCB1,MAST,MonteCarlo,Robust,0.3,0.5,1000,2,7,14,20,1,1,2,8,2,14,4.29,2.86,1.43,0,0,0,0,1,0,0,1,0,0,0,,,,,
UCB1,NST,Implicit Minimax,MaxAvgScore,0.4666666666666667,0.5,1000,2,7,14,20,1,2,2,8,2,14,4.29,2.86,1.43,0,0,0,0,1,0,0,1,0,0,0,,,,,
UCB1 tuned,MAST,Score Bounded,MaxAvgScore,0.5,0.5,1000,2,7,14,20,1,1,2,8,2,14,4.29,2.86,1.43,0,0,0,0,1,0,0,1,0,0,0,,,,,
Progressive Widening,NST,Score Bounded,Robust,0.5,0.5,1000,2,12,23,38,2,2,5,15,5,36,4.87,3.3,1.57,0,0,0,0,0,0,0,1,0,1,0,,,,,
UCB1 tuned,NST,MonteCarlo,Proportional Exp,0.5,0.5,1000,2,4,14,15,1,2,2,8,10,20,3.29,2.14,1.14,0,0,0,0,1,0,0,1,0,1,0,,,,,
UCB1 GRAVE,MAST,Implicit Minimax,Proportional Exp,0.03333333333333333,0.5,1000,2,5,12,16,1,1,2,6,4,19,4.33,2.67,1.67,0,0,0,0,1,0,0,1,0,1,0,,,,,
UCB1 GRAVE,NST,Score Bounded,Robust,0.13333333333333333,0.5,1000,2,7,14,20,1,1,2,8,2,14,4.29,2.86,1.43,0,0,0,0,1,0,0,1,0,0,0,,,,,
UCB1 tuned,Random,Implicit Minimax,Robust,0.2,0.5,1000,2,5,12,16,1,1,2,6,4,19,4.33,2.67,1.67,0,0,0,0,1,0,0,1,0,1,0,,,,,
UCB1 GRAVE,Random,MonteCarlo,MaxAvgScore,0.13333333333333333,0.5,1000,2,5,12,16,1,2,2,6,4,19,4.33,2.67,1.67,0,0,0,0,1,0,0,1,0,1,0,,,,,
Progressive History,Random,Score Bounded,Proportional Exp,0.06666666666666667,0.5,1000,2,5,12,16,1,2,2,6,4,19,4.33,2.67,1.67,0,0,0,0,1,0,0,1,0,1,0,,,,,
Progressive History,MAST,MonteCarlo,Robust,0.0,0.5,1000,2,5,12,16,1,3,2,6,4,19,4.33,2.67,1.67,0,0,0,0,1,0,0,1,0,1,0,,,,,
Progressive History,NST,Implicit Minimax,MaxAvgScore,0.13333333333333333,0.5,1000,2,5,12,16,1,3,2,6,4,19,4.33,2.67,1.67,0,0,0,0,1,0,0,1,0,1,0,,,,,
McBRAVE,MAST,Score Bounded,MaxAvgScore,0.0,0.5,1000,2,7,14,20,1,2,2,8,2,14,4.29,2.86,1.43,0,0,0,0,1,0,0,1,0,0,0,,,,,
McBRAVE,NST,MonteCarlo,Proportional Exp,0.0,0.5,1000,2,5,12,16,1,1,2,6,4,19,4.33,2.67,1.67,0,0,0,0,1,0,0,1,0,1,0,,,,,
Implicit Minimax,Random,Score Bounded,Proportional Exp,0.36666666666666664,0.5,1000,2,48,49,96,2,3,9,9,16,99,4.57,3.92,0.65,0,0,0,0,0,0,0,1,0,1,0,,,,,
McGRAVE,MAST,Implicit Minimax,Proportional Exp,0.0,0.5,1000,2,11,24,34,1,2,2,12,4,26,4.67,2.83,1.83,0,0,0,0,1,0,0,1,0,1,0,,,,,
McGRAVE,NST,Score Bounded,Robust,0.0,0.5,1000,2,5,10,14,1,2,2,6,2,10,4.0,2.8,1.2,0,0,0,0,1,0,0,1,0,0,0,,,,,
McBRAVE,Random,Implicit Minimax,Robust,0.06666666666666667,0.5,1000,2,5,12,16,1,1,2,6,4,19,4.33,2.67,1.67,0,0,0,0,1,0,0,1,0,1,0,,,,,
McGRAVE,Random,MonteCarlo,MaxAvgScore,0.0,0.5,1000,2,5,12,16,1,1,2,6,4,19,4.33,2.67,1.67,0,0,0,0,1,0,0,1,0,1,0,,,,,
Progressive Widening,Random,Score Bounded,Proportional Exp,0.0,0.5,1000,2,5,12,16,1,2,2,6,4,19,4.33,2.67,1.67,0,0,0,0,1,0,0,1,0,1,0,,,,,
Progressive Widening,MAST,MonteCarlo,Robust,0.4666666666666667,0.5,1000,2,4,10,13,1,2,2,5,4,12,4.2,2.6,1.6,0,0,0,0,1,0,0,1,0,1,0,,,,,
Progressive Widening,NST,Implicit Minimax,MaxAvgScore,0.13333333333333333,0.5,1000,2,2,6,7,1,1,2,3,4,10,3.67,2.33,1.33,0,0,0,0,1,0,0,1,0,1,0,,,,,
Implicit Minimax,NST,MonteCarlo,Proportional Exp,0.2,0.5,1000,2,11,24,34,1,4,2,12,4,37,4.67,2.83,1.83,0,0,0,0,1,0,0,1,0,1,0,,,,,
Alpha-Beta,MAST,Score Bounded,MaxAvgScore,0.7666666666666667,0.5,1000,2,7,16,22,1,2,2,8,4,25,4.5,2.75,1.75,0,0,0,0,1,0,0,1,0,1,0,,,,,
Implicit Minimax,NST,Score Bounded,Robust,0.0,0.5,1000,2,5,12,16,1,2,2,6,4,19,4.33,2.67,1.67,0,0,0,0,1,0,0,1,0,1,0,,,,,
Implicit Minimax,MAST,Implicit Minimax,Robust,0.0,0.5,1000,2,32,25,56,2,1,5,5,4,25,4.48,4.48,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
Alpha-Beta,MAST,Implicit Minimax,Proportional Exp,0.0,0.5,1000,2,7,14,20,1,1,2,8,2,14,4.29,2.86,1.43,0,0,0,0,1,0,0,1,0,0,0,,,,,
Implicit Minimax,MAST,MonteCarlo,Robust,0.06666666666666667,0.5,1000,2,7,14,20,1,1,2,8,2,14,4.29,2.86,1.43,0,0,0,0,1,0,0,1,0,0,0,,,,,
Alpha-Beta,NST,MonteCarlo,MaxAvgScore,0.0,0.5,1000,2,6,14,19,1,1,2,7,4,22,4.43,2.71,1.71,0,0,0,0,1,0,0,1,0,1,0,,,,,
UCB1,Random,MonteCarlo,Proportional Exp,0.0,0.5,1000,2,2,6,7,1,1,2,3,4,10,3.67,2.33,1.33,0,0,0,0,1,0,0,1,0,1,0,,,,,
UCB1,MAST,Score Bounded,MaxAvgScore,0.3,0.5,1000,2,4,8,11,1,1,3,5,2,8,3.75,2.75,1.0,0,0,0,0,1,0,0,1,0,0,0,,,,,
UCB1,NST,Implicit Minimax,Robust,0.16666666666666666,0.5,1000,2,5,12,16,1,1,2,6,4,12,4.33,2.67,1.67,0,0,0,0,1,0,0,1,0,0,0,,,,,
UCB1 tuned,Random,Score Bounded,Robust,0.5666666666666667,0.5,1000,2,7,14,20,1,1,2,8,2,14,4.29,2.86,1.43,0,0,0,0,1,0,0,1,0,0,0,,,,,
UCB1 tuned,MAST,Implicit Minimax,Proportional Exp,0.0,0.5,1000,2,1,4,4,1,2,2,2,4,7,3.0,2.0,1.0,0,0,0,0,1,0,0,1,0,1,0,,,,,
UCB1 GRAVE,Random,Implicit Minimax,MaxAvgScore,0.13333333333333333,0.5,1000,2,4,10,13,1,3,2,5,4,16,4.2,2.6,1.6,0,0,0,0,1,0,0,1,0,1,0,,,,,
UCB1 GRAVE,NST,Score Bounded,Proportional Exp,0.0,0.5,1000,2,7,14,20,1,2,2,8,2,14,4.29,2.86,1.43,0,0,0,0,1,0,0,1,0,0,0,,,,,
Implicit Minimax,NST,MonteCarlo,MaxAvgScore,0.5,0.5,1000,2,32,25,56,2,1,5,5,4,25,4.48,4.48,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
UCB1 tuned,NST,MonteCarlo,MaxAvgScore,0.13333333333333333,0.5,1000,2,5,12,16,1,1,2,6,4,14,4.33,2.67,1.67,0,0,0,0,1,0,0,1,0,1,0,,,,,
UCB1 GRAVE,MAST,MonteCarlo,Robust,0.06666666666666667,0.5,1000,2,8,16,23,1,4,2,9,2,16,4.38,2.88,1.5,0,0,0,0,1,0,0,1,0,0,0,,,,,
Progressive History,Random,MonteCarlo,Proportional Exp,0.26666666666666666,0.5,1000,2,7,14,20,1,1,2,8,2,14,4.29,2.86,1.43,0,0,0,0,1,0,0,1,0,0,0,,,,,
Progressive History,MAST,Score Bounded,MaxAvgScore,0.16666666666666666,0.5,1000,2,6,14,19,1,1,2,7,4,22,4.43,2.71,1.71,0,0,0,0,1,0,0,1,0,1,0,,,,,
Progressive History,NST,Implicit Minimax,Robust,0.0,0.5,1000,2,5,12,16,1,3,2,6,4,19,4.33,2.67,1.67,0,0,0,0,1,0,0,1,0,1,0,,,,,
McBRAVE,Random,Score Bounded,Robust,0.36666666666666664,0.5,1000,2,5,12,16,1,3,2,6,4,19,4.33,2.67,1.67,0,0,0,0,1,0,0,1,0,1,0,,,,,
McBRAVE,MAST,Implicit Minimax,Proportional Exp,0.0,0.5,1000,2,4,10,13,3,3,2,5,4,18,4.2,2.6,1.6,1,0,0,0,1,0,0,1,0,1,0,,,,,
McGRAVE,Random,Implicit Minimax,MaxAvgScore,0.0,0.5,1000,2,5,12,16,1,2,2,6,4,19,4.33,2.67,1.67,0,0,0,0,1,0,0,1,0,1,0,,,,,
McGRAVE,NST,Score Bounded,Proportional Exp,0.1,0.5,1000,2,5,12,16,1,1,2,6,4,19,4.33,2.67,1.67,0,0,0,0,1,0,0,1,0,1,0,,,,,
McBRAVE,NST,MonteCarlo,MaxAvgScore,0.03333333333333333,0.5,1000,2,5,12,16,1,2,2,6,4,19,4.33,2.67,1.67,0,0,0,0,1,0,0,1,0,1,0,,,,,
Alpha-Beta,Random,Implicit Minimax,MaxAvgScore,0.0,0.5,1000,2,40,33,72,2,1,7,7,16,33,4.36,4.36,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
McGRAVE,MAST,MonteCarlo,Robust,0.0,0.5,1000,2,5,12,16,1,3,2,6,4,19,4.33,2.67,1.67,0,0,0,0,1,0,0,1,0,1,0,,,,,
Progressive Widening,Random,MonteCarlo,Proportional Exp,0.0,0.5,1000,2,5,12,16,1,3,2,6,4,19,4.33,2.67,1.67,0,0,0,0,1,0,0,1,0,1,0,,,,,
Progressive Widening,MAST,Score Bounded,MaxAvgScore,0.9666666666666667,0.5,1000,2,7,14,20,1,6,2,8,2,14,4.29,2.86,1.43,0,0,0,0,1,0,0,1,0,0,0,,,,,
Progressive Widening,NST,Implicit Minimax,Robust,0.0,0.5,1000,2,6,14,19,1,2,2,7,4,22,4.43,2.71,1.71,0,0,0,0,1,0,0,1,0,1,0,,,,,
Implicit Minimax,Random,Implicit Minimax,MaxAvgScore,0.23333333333333334,0.5,1000,2,7,14,20,1,2,2,8,2,14,4.29,2.86,1.43,0,0,0,0,1,0,0,1,0,0,0,,,,,
Alpha-Beta,Random,Score Bounded,Robust,0.0,0.5,1000,2,5,12,16,1,4,2,6,4,20,4.33,2.67,1.67,0,0,0,0,1,0,0,1,0,1,0,,,,,
Implicit Minimax,MAST,Score Bounded,Proportional Exp,0.4,0.5,1000,2,5,12,16,1,2,2,6,4,19,4.33,2.67,1.67,0,0,0,0,1,0,0,1,0,1,0,,,,,
Alpha-Beta,NST,Implicit Minimax,Proportional Exp,0.0,0.5,1000,2,6,14,19,1,1,2,7,4,22,4.43,2.71,1.71,0,0,0,0,1,0,0,1,0,1,0,,,,,
UCB1,MAST,Implicit Minimax,Robust,0.13333333333333333,0.5,1000,2,9,18,26,1,1,2,10,2,18,4.44,2.89,1.56,0,0,0,0,1,0,0,1,0,0,0,,,,,
UCB1,NST,Score Bounded,MaxAvgScore,0.23333333333333334,0.5,1000,2,5,12,16,1,1,2,6,4,19,4.33,2.67,1.67,0,0,0,0,1,0,0,1,0,1,0,,,,,
Alpha-Beta,MAST,MonteCarlo,Proportional Exp,0.5,0.5,1000,2,40,33,72,2,2,7,7,16,74,4.36,4.36,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
UCB1,Random,MonteCarlo,Proportional Exp,0.06666666666666667,0.5,1000,2,6,14,19,1,2,2,7,4,22,4.43,2.71,1.71,0,0,0,0,1,0,0,1,0,1,0,,,,,
UCB1 tuned,Random,Score Bounded,Robust,0.5,0.5,1000,2,7,14,20,1,1,2,8,2,14,4.29,2.86,1.43,0,0,0,0,1,0,0,1,0,0,0,,,,,
UCB1 tuned,MAST,MonteCarlo,MaxAvgScore,0.23333333333333334,0.5,1000,2,5,12,16,1,2,2,6,4,19,4.33,2.67,1.67,0,0,0,0,1,0,0,1,0,1,0,,,,,
UCB1 GRAVE,Random,Implicit Minimax,MaxAvgScore,0.0,0.5,1000,2,6,14,19,1,2,2,7,4,22,4.43,2.71,1.71,0,0,0,0,1,0,0,1,0,1,0,,,,,
UCB1 GRAVE,NST,MonteCarlo,Robust,0.0,0.5,1000,2,7,16,22,1,1,2,8,4,25,4.5,2.75,1.75,0,0,0,0,1,0,0,1,0,1,0,,,,,
Progressive History,MAST,Implicit Minimax,Proportional Exp,0.0,0.5,1000,2,6,12,17,2,2,2,7,2,22,4.17,2.83,1.33,1,0,0,0,1,0,0,1,0,1,0,,,,,
McBRAVE,NST,Score Bounded,Proportional Exp,0.0,0.5,1000,2,7,14,20,1,1,2,8,2,14,4.29,2.86,1.43,0,0,0,0,1,0,0,1,0,0,0,,,,,
UCB1 tuned,NST,Implicit Minimax,Proportional Exp,0.0,0.5,1000,2,9,20,28,1,2,2,10,4,31,4.6,2.8,1.8,0,0,0,0,1,0,0,1,0,1,0,,,,,
UCB1 GRAVE,MAST,Score Bounded,Proportional Exp,0.0,0.5,1000,2,6,14,19,1,2,2,7,4,22,4.43,2.71,1.71,0,0,0,0,1,0,0,1,0,1,0,,,,,
Progressive History,Random,MonteCarlo,Robust,0.0,0.5,1000,2,3,8,10,1,1,2,4,4,13,4.0,2.5,1.5,0,0,0,0,1,0,0,1,0,1,0,,,,,
Alpha-Beta,NST,Score Bounded,Robust,0.0,0.5,1000,2,49,64,112,2,3,7,7,4,51,6.37,3.43,2.94,0,0,0,0,0,0,0,0,0,1,0,,,,,
Progressive History,NST,Score Bounded,MaxAvgScore,0.0,0.5,1000,2,9,18,26,1,2,2,10,2,18,4.44,2.89,1.56,0,0,0,0,1,0,0,1,0,0,0,,,,,
McBRAVE,Random,Implicit Minimax,MaxAvgScore,0.0,0.5,1000,2,7,14,20,1,1,2,8,2,14,4.29,2.86,1.43,0,0,0,0,1,0,0,1,0,0,0,,,,,
McGRAVE,MAST,MonteCarlo,MaxAvgScore,0.0,0.5,1000,2,4,10,13,1,1,2,5,4,16,4.2,2.6,1.6,0,0,0,0,1,0,0,1,0,1,0,,,,,
Progressive Widening,MAST,Implicit Minimax,Robust,0.3,0.5,1000,2,6,14,19,1,2,2,7,4,22,4.43,2.71,1.71,0,0,0,0,1,0,0,1,0,1,0,,,,,
McGRAVE,Random,Score Bounded,Robust,0.0,0.5,1000,2,8,16,23,1,2,2,9,2,16,4.38,2.88,1.5,0,0,0,0,1,0,0,1,0,0,0,,,,,
Progressive Widening,Random,MonteCarlo,Proportional Exp,0.23333333333333334,0.5,1000,2,8,16,23,1,3,2,9,2,16,4.38,2.88,1.5,0,0,0,0,1,0,0,1,0,0,0,,,,,
Implicit Minimax,NST,MonteCarlo,Robust,0.23333333333333334,0.5,1000,2,5,12,16,1,1,2,6,4,12,4.33,2.67,1.67,0,0,0,0,1,0,0,1,0,0,0,,,,,
McGRAVE,NST,Implicit Minimax,Proportional Exp,0.3333333333333333,0.5,1000,2,5,12,16,1,2,2,6,4,19,4.33,2.67,1.67,0,0,0,0,1,0,0,1,0,1,0,,,,,
Progressive Widening,NST,Score Bounded,MaxAvgScore,0.4666666666666667,0.5,1000,2,7,14,20,1,1,2,8,2,14,4.29,2.86,1.43,0,0,0,0,1,0,0,1,0,0,0,,,,,
Implicit Minimax,Random,Score Bounded,Proportional Exp,0.0,0.5,1000,2,6,12,17,1,2,2,7,2,12,4.17,2.83,1.33,0,0,0,0,1,0,0,1,0,0,0,,,,,
UCB1,MAST,Score Bounded,Proportional Exp,0.3,0.5,1000,2,25,36,60,2,2,5,5,4,27,5.76,3.2,2.56,0,0,0,0,0,0,0,0,0,1,0,,,,,
Implicit Minimax,MAST,Implicit Minimax,MaxAvgScore,0.0,0.5,1000,2,8,16,23,1,2,2,9,2,16,4.38,2.88,1.5,0,0,0,0,1,0,0,1,0,0,0,,,,,
Alpha-Beta,MAST,MonteCarlo,Proportional Exp,0.0,0.5,1000,2,5,12,16,1,1,2,6,4,19,4.33,2.67,1.67,0,0,0,0,1,0,0,1,0,1,0,,,,,
McBRAVE,MAST,Score Bounded,Robust,0.03333333333333333,0.5,1000,2,11,24,34,1,2,2,12,4,24,4.67,2.83,1.83,0,0,0,0,1,0,0,1,0,0,0,,,,,
Alpha-Beta,Random,Implicit Minimax,Robust,0.1,0.5,1000,2,7,14,20,1,2,2,8,2,14,4.29,2.86,1.43,0,0,0,0,1,0,0,1,0,0,0,,,,,
Alpha-Beta,NST,MonteCarlo,MaxAvgScore,0.16666666666666666,0.5,1000,2,0,20,16,1,1,3,10,6,20,1.6,1.6,0.0,0,0,0,0,1,0,0,1,0,0,0,,,,,
McBRAVE,Random,MonteCarlo,MaxAvgScore,0.0,0.5,1000,2,5,12,16,1,2,2,6,4,19,4.33,2.67,1.67,0,0,0,0,1,0,0,1,0,1,0,,,,,
Alpha-Beta,NST,Score Bounded,Robust,0.0,0.5,1000,2,2,6,7,1,1,2,3,4,10,3.67,2.33,1.33,0,0,0,0,1,0,0,1,0,1,0,,,,,
UCB1,Random,Score Bounded,MaxAvgScore,0.5333333333333333,0.5,1000,2,4,10,13,1,1,2,5,4,16,4.2,2.6,1.6,0,0,0,0,1,0,0,1,0,1,0,,,,,
UCB1,MAST,MonteCarlo,Robust,0.03333333333333333,0.5,1000,2,5,12,16,1,2,2,6,4,19,4.33,2.67,1.67,0,0,0,0,1,0,0,1,0,1,0,,,,,
UCB1,NST,Implicit Minimax,Proportional Exp,0.03333333333333333,0.5,1000,2,5,12,16,1,1,2,6,4,19,4.33,2.67,1.67,0,0,0,0,1,0,0,1,0,1,0,,,,,
UCB1,NST,Implicit Minimax,MaxAvgScore,0.1,0.5,1000,2,56,45,100,2,1,9,9,12,45,4.44,4.44,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
UCB1 tuned,MAST,Score Bounded,Proportional Exp,0.0,0.5,1000,2,7,14,20,1,1,2,8,2,14,4.29,2.86,1.43,0,0,0,0,1,0,0,1,0,0,0,,,,,
UCB1 GRAVE,MAST,Implicit Minimax,MaxAvgScore,0.1,0.5,1000,2,9,18,26,1,2,2,10,2,18,4.44,2.89,1.56,0,0,0,0,1,0,0,1,0,0,0,,,,,
UCB1 tuned,Random,Implicit Minimax,Robust,0.23333333333333334,0.5,1000,2,5,12,16,1,1,2,6,4,19,4.33,2.67,1.67,0,0,0,0,1,0,0,1,0,1,0,,,,,
UCB1 GRAVE,Random,MonteCarlo,Proportional Exp,0.0,0.5,1000,2,5,12,16,1,1,2,6,4,19,4.33,2.67,1.67,0,0,0,0,1,0,0,1,0,1,0,,,,,
Progressive History,NST,MonteCarlo,Robust,0.16666666666666666,0.5,1000,2,8,16,23,1,3,2,9,2,16,4.38,2.88,1.5,0,0,0,0,1,0,0,1,0,0,0,,,,,
UCB1 tuned,NST,MonteCarlo,MaxAvgScore,0.7666666666666667,0.5,1000,2,7,14,20,1,1,2,8,2,16,4.29,2.86,1.43,0,0,0,0,1,0,0,1,0,1,0,,,,,
UCB1 GRAVE,NST,Score Bounded,Robust,0.2,0.5,1000,2,7,14,20,1,1,2,8,2,14,4.29,2.86,1.43,0,0,0,0,1,0,0,1,0,0,0,,,,,
Progressive History,Random,Score Bounded,MaxAvgScore,0.5666666666666667,0.5,1000,2,7,14,20,1,1,2,8,2,14,4.29,2.86,1.43,0,0,0,0,1,0,0,1,0,0,0,,,,,
Progressive History,MAST,Implicit Minimax,Proportional Exp,0.0,0.5,1000,2,5,12,16,1,1,2,6,4,19,4.33,2.67,1.67,0,0,0,0,1,0,0,1,0,1,0,,,,,
McBRAVE,MAST,MonteCarlo,Robust,0.0,0.5,1000,2,3,8,10,1,1,2,4,4,13,4.0,2.5,1.5,0,0,0,0,1,0,0,1,0,1,0,,,,,
UCB1 tuned,Random,MonteCarlo,Proportional Exp,0.0,0.5,1000,2,80,53,132,2,1,9,9,16,53,4.98,4.98,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
McBRAVE,NST,Implicit Minimax,Proportional Exp,0.0,0.5,1000,2,5,12,16,1,1,2,6,4,19,4.33,2.67,1.67,0,0,0,0,1,0,0,1,0,1,0,,,,,
McGRAVE,Random,MonteCarlo,Proportional Exp,0.0,0.5,1000,2,7,14,20,1,1,2,8,2,14,4.29,2.86,1.43,0,0,0,0,1,0,0,1,0,0,0,,,,,
McGRAVE,MAST,Score Bounded,MaxAvgScore,0.0,0.5,1000,2,5,12,16,1,1,2,6,4,19,4.33,2.67,1.67,0,0,0,0,1,0,0,1,0,1,0,,,,,
Progressive Widening,Random,Implicit Minimax,Robust,0.03333333333333333,0.5,1000,2,6,12,17,3,2,2,7,2,22,4.17,2.83,1.33,1,0,0,0,1,0,0,1,0,1,0,,,,,
Progressive Widening,MAST,Score Bounded,Proportional Exp,0.0,0.5,1000,2,64,100,160,2,1,10,10,16,102,5.76,3.2,2.56,0,0,0,0,0,0,0,1,0,1,0,,,,,
Implicit Minimax,Random,Implicit Minimax,MaxAvgScore,0.23333333333333334,0.5,1000,2,64,81,144,3,1,8,8,4,64,6.56,3.5,3.06,0,0,0,0,0,0,0,0,0,1,0,,,,,
McGRAVE,NST,Implicit Minimax,Robust,0.0,0.5,1000,2,100,121,220,3,1,10,10,4,100,6.84,3.6,3.24,0,0,0,0,0,0,0,0,0,1,0,,,,,
Progressive Widening,NST,MonteCarlo,MaxAvgScore,0.5333333333333333,0.5,1000,2,61,150,210,3,1,9,9,6,61,9.44,5.11,4.33,0,0,0,0,0,0,0,0,0,1,0,,,,,
Implicit Minimax,NST,Score Bounded,Proportional Exp,0.26666666666666666,0.5,1000,2,61,150,210,1,2,9,9,6,61,9.44,5.11,4.33,0,0,0,0,0,0,0,0,0,1,0,,,,,
