variant_select,variant_simulation,variant_backprop,variant_finalmove,winrate,moveTime,maxMoves,game_numPlayers,game_numCells,game_numVertices,game_numEdges,game_numComponents,game_numPhases,game_numRows,game_numColumns,game_numCorners,game_numPlayableSites,game_avgNumDirections,game_avgNumOrthogonal,game_avgNumDiagonal,game_isStacking,game_isStochastic,game_hasHiddenInfo,game_requiresTeams,game_hasTrack,game_hasCard,game_hasHandDice,game_isVertexGame,game_isEdgeGame,game_isCellGame,game_isDeductionPuzzle,game_isSimultaneous,game_isAlternating,game_maxCount,game_maxLocalStates,game_stateSpaceLog
Alpha-Beta,MAST,MonteCarlo,Robust,0.43333333333333335,0.5,1000,2,40,37,76,2,1,9,5,10,37,4.54,4.11,0.43,1,0,0,0,0,0,0,1,0,0,0,,,,,
UCB1 tuned,MAST,Score Bounded,MaxAvgScore,0.5,0.5,1000,2,2,8,28,1,1,11,11,28,28,12.0,12.0,0.0,0,0,0,0,0,0,0,0,1,0,0,,,,,
UCB1 tuned,Random,Score Bounded,MaxAvgScore,0.4666666666666667,0.5,1000,2,90,116,204,4,1,9,9,8,90,6.49,3.47,3.02,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1 tuned,MAST,Implicit Minimax,Proportional Exp,0.4666666666666667,0.5,1000,2,100,121,220,2,1,11,11,4,121,6.94,3.64,3.31,0,0,0,0,0,0,0,1,0,0,0,,,,,
UCB1 GRAVE,Random,Implicit Minimax,Robust,0.3333333333333333,0.5,1000,2,81,104,184,2,1,12,12,24,104,6.65,3.54,3.12,0,0,0,0,0,0,0,1,0,0,0,,,,,
UCB1 GRAVE,NST,Score Bounded,Proportional Exp,0.0,0.5,1000,2,30,42,71,3,2,5,6,4,32,5.93,3.27,2.67,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1 tuned,NST,MonteCarlo,Robust,0.2,0.5,1000,2,36,49,84,2,2,6,6,4,38,6.11,3.33,2.78,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1 GRAVE,MAST,MonteCarlo,MaxAvgScore,0.43333333333333335,0.5,1000,2,19,54,72,3,1,5,5,6,23,7.58,4.42,3.16,0,0,0,0,0,0,0,0,0,1,0,,,,,
Progressive History,Random,MonteCarlo,Proportional Exp,0.5,0.5,1000,2,8,9,16,2,2,3,3,4,19,3.56,3.56,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
Progressive History,MAST,Score Bounded,Robust,0.06666666666666667,0.5,1000,2,64,81,144,2,2,9,9,4,147,6.72,3.56,3.16,0,0,0,0,0,0,0,1,0,1,0,,,,,
Progressive History,NST,Implicit Minimax,MaxAvgScore,0.0,0.5,1000,2,3,24,48,2,2,7,7,4,29,5.0,4.0,1.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
McBRAVE,Random,Score Bounded,MaxAvgScore,0.0,0.5,1000,2,0,24,40,2,2,7,7,4,26,3.33,3.33,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
Alpha-Beta,Random,Implicit Minimax,Proportional Exp,0.4666666666666667,0.5,1000,2,0,23,38,2,2,5,21,5,25,3.3,3.3,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
McBRAVE,MAST,Implicit Minimax,Proportional Exp,0.13333333333333333,0.5,1000,2,61,150,210,3,1,9,9,6,62,9.44,5.11,4.33,0,0,0,0,0,0,0,0,0,1,0,,,,,
McGRAVE,Random,Implicit Minimax,Robust,0.0,0.5,1000,2,61,150,210,2,1,9,9,6,61,9.44,5.11,4.33,0,0,0,0,0,0,0,0,0,1,0,,,,,
McGRAVE,NST,Score Bounded,Proportional Exp,0.0,0.5,1000,2,169,196,364,2,2,13,13,4,169,7.1,3.69,3.41,0,0,0,0,0,0,0,0,0,1,0,,,,,
McBRAVE,NST,MonteCarlo,Robust,0.0,0.5,1000,2,0,36,60,2,2,15,11,6,38,3.33,3.33,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
McGRAVE,MAST,MonteCarlo,MaxAvgScore,0.13333333333333333,0.5,1000,2,39,109,150,2,1,8,8,9,41,7.69,4.31,3.38,1,0,0,0,0,0,0,0,0,1,0,,,,,
Progressive Widening,Random,MonteCarlo,Proportional Exp,0.06666666666666667,0.5,1000,2,32,41,72,2,2,16,16,8,34,7.0,3.5,3.5,0,0,0,0,0,0,0,0,0,1,0,,,,,
Progressive Widening,MAST,Score Bounded,Robust,0.8666666666666667,0.5,1000,2,72,62,133,3,2,8,8,6,136,5.84,4.29,1.55,0,0,0,0,0,0,0,1,0,1,0,,,,,
Progressive Widening,NST,Implicit Minimax,MaxAvgScore,0.9,0.5,1000,2,169,384,552,2,1,15,15,6,169,10.44,5.47,4.97,0,0,0,0,0,0,0,0,0,1,0,,,,,
Implicit Minimax,Random,Score Bounded,MaxAvgScore,0.0,0.5,1000,2,61,72,132,2,1,16,21,18,135,5.92,3.67,2.25,0,0,0,0,0,0,0,1,0,1,0,,,,,
Alpha-Beta,Random,Implicit Minimax,Robust,0.06666666666666667,0.5,1000,2,9,16,24,8,1,4,4,4,24,5.25,3.0,2.25,0,0,0,0,0,0,0,1,0,1,0,,,,,
Alpha-Beta,NST,Implicit Minimax,MaxAvgScore,0.0,0.5,1000,2,40,37,76,2,2,9,5,10,78,4.54,4.11,0.43,1,0,0,0,0,0,0,1,0,1,0,,,,,
Implicit Minimax,MAST,Implicit Minimax,Proportional Exp,0.03333333333333333,0.5,1000,2,14,30,96,2,1,7,7,4,30,8.27,6.4,1.87,0,0,0,0,0,0,0,1,0,0,0,,,,,
Alpha-Beta,NST,Score Bounded,Proportional Exp,0.1,0.5,1000,2,30,55,200,3,1,9,9,4,55,9.45,7.27,2.18,0,0,0,0,0,0,0,1,0,0,0,,,,,
Implicit Minimax,NST,MonteCarlo,Robust,0.6333333333333333,0.5,1000,2,324,361,684,2,1,19,19,4,361,7.38,3.79,3.59,0,0,0,0,0,0,0,1,0,0,0,,,,,
Alpha-Beta,MAST,MonteCarlo,MaxAvgScore,0.4,0.5,1000,2,49,64,112,2,1,7,7,4,49,6.37,3.43,2.94,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1,Random,MonteCarlo,Proportional Exp,0.06666666666666667,0.5,1000,2,64,81,144,2,1,9,9,4,81,6.72,3.56,3.16,0,0,0,0,0,0,0,1,0,0,0,,,,,
UCB1,MAST,Score Bounded,Robust,0.4666666666666667,0.5,1000,2,19,54,72,2,1,5,5,6,19,7.58,4.42,3.16,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1,NST,Implicit Minimax,MaxAvgScore,0.16666666666666666,0.5,1000,2,81,100,180,2,1,9,9,4,81,6.72,3.56,3.16,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1 tuned,Random,Score Bounded,MaxAvgScore,0.5333333333333333,0.5,1000,2,100,121,220,2,2,11,11,4,121,6.94,3.64,3.31,0,0,0,0,0,0,0,1,0,0,0,,,,,
UCB1 tuned,MAST,Implicit Minimax,Proportional Exp,0.0,0.5,1000,2,37,96,132,2,2,7,7,6,37,8.76,4.86,3.89,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1 GRAVE,Random,Implicit Minimax,Robust,0.3333333333333333,0.5,1000,2,100,121,220,2,1,11,11,4,121,6.94,3.64,3.31,0,0,0,0,0,0,0,1,0,0,0,,,,,
UCB1,MAST,Score Bounded,Proportional Exp,0.5,0.5,1000,2,40,33,72,2,1,7,7,16,33,4.36,4.36,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
UCB1 GRAVE,NST,Score Bounded,Proportional Exp,0.0,0.5,1000,2,256,289,544,4,3,17,17,4,549,7.31,3.76,3.54,0,0,0,0,0,0,0,1,0,1,0,,,,,
UCB1 tuned,NST,MonteCarlo,Robust,0.43333333333333335,0.5,1000,2,127,294,420,3,1,13,13,6,127,10.2,5.39,4.82,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1 GRAVE,MAST,MonteCarlo,MaxAvgScore,0.16666666666666666,0.5,1000,2,81,100,180,3,1,9,9,4,81,6.72,3.56,3.16,0,0,0,0,0,0,0,0,0,1,0,,,,,
Progressive History,Random,MonteCarlo,Proportional Exp,0.3333333333333333,0.5,1000,2,324,361,684,2,1,19,19,4,361,7.38,3.79,3.59,0,0,0,0,0,0,0,1,0,0,0,,,,,
Progressive History,MAST,Score Bounded,Robust,0.5333333333333333,0.5,1000,2,18,52,69,2,1,5,5,6,18,7.33,4.33,3.0,0,0,0,0,0,0,0,0,0,1,0,,,,,
Progressive History,NST,Implicit Minimax,MaxAvgScore,0.06666666666666667,0.5,1000,2,150,91,240,2,1,11,11,6,91,5.27,5.27,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
McBRAVE,Random,Score Bounded,MaxAvgScore,0.1,0.5,1000,2,127,294,420,2,2,13,13,6,127,10.2,5.39,4.82,0,0,0,0,0,0,0,0,0,1,0,,,,,
McBRAVE,MAST,Implicit Minimax,Proportional Exp,0.0,0.5,1000,2,75,181,255,2,1,10,10,6,75,9.68,5.2,4.48,0,0,0,0,0,0,0,0,0,1,0,,,,,
McGRAVE,Random,Implicit Minimax,Robust,0.0,0.5,1000,2,37,96,132,2,1,7,7,6,37,8.76,4.86,3.89,1,0,0,0,0,0,0,0,0,1,0,,,,,
McGRAVE,NST,Score Bounded,Proportional Exp,0.16666666666666666,0.5,1000,2,127,294,420,3,2,13,13,6,128,10.2,5.39,4.82,1,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1 tuned,NST,MonteCarlo,Robust,0.4,0.5,1000,2,12,23,38,2,3,5,15,5,37,4.87,3.3,1.57,0,0,0,0,0,0,0,1,0,1,0,,,,,
McBRAVE,NST,MonteCarlo,Robust,0.0,0.5,1000,2,61,72,132,2,1,16,21,18,72,5.92,3.67,2.25,0,0,0,0,0,0,0,1,0,0,0,,,,,
McGRAVE,MAST,MonteCarlo,MaxAvgScore,0.1,0.5,1000,2,72,216,306,1,2,11,11,6,72,6.67,3.5,3.17,0,0,0,0,0,0,0,0,0,1,0,,,,,
Progressive Widening,Random,MonteCarlo,Proportional Exp,0.06666666666666667,0.5,1000,2,256,289,544,2,1,17,17,4,289,7.31,3.76,3.54,0,0,0,0,0,0,0,1,0,0,0,,,,,
Progressive Widening,MAST,Score Bounded,Robust,0.0,0.5,1000,2,61,150,210,2,1,9,9,6,61,9.44,5.11,4.33,0,0,0,0,0,0,0,0,0,1,0,,,,,
Progressive Widening,NST,Implicit Minimax,MaxAvgScore,0.06666666666666667,0.5,1000,2,324,361,684,2,1,19,19,4,361,7.38,3.79,3.59,0,0,0,0,0,0,0,1,0,0,0,,,,,
Implicit Minimax,Random,Score Bounded,MaxAvgScore,0.7,0.5,1000,2,64,81,144,2,1,8,8,4,64,6.56,3.5,3.06,0,0,0,0,0,0,0,0,0,1,0,,,,,
Alpha-Beta,Random,Implicit Minimax,Robust,0.23333333333333334,0.5,1000,2,324,361,684,2,2,19,19,4,361,7.38,3.79,3.59,0,0,0,0,0,0,0,1,0,0,0,,,,,
Implicit Minimax,MAST,Implicit Minimax,Proportional Exp,0.03333333333333333,0.5,1000,2,64,81,144,2,1,9,9,4,81,6.72,3.56,3.16,0,0,1,0,0,0,0,1,0,0,0,,,,,
Alpha-Beta,NST,Score Bounded,Proportional Exp,0.0,0.5,1000,2,37,96,132,4,1,7,7,6,133,8.76,4.86,3.89,0,0,0,0,0,0,0,1,0,1,0,,,,,
Implicit Minimax,NST,MonteCarlo,Robust,0.03333333333333333,0.5,1000,2,16,25,40,14,1,4,4,4,46,5.25,3.0,2.25,1,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1 GRAVE,Random,Score Bounded,Robust,0.4,0.5,1000,2,48,49,96,2,2,9,9,16,99,4.57,3.92,0.65,0,0,0,0,0,0,0,1,0,1,0,,,,,
Alpha-Beta,MAST,MonteCarlo,MaxAvgScore,0.3,0.5,1000,2,96,121,216,2,1,37,52,6,96,6.69,3.5,3.06,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1,Random,MonteCarlo,Proportional Exp,0.26666666666666666,0.5,1000,2,144,169,312,3,1,13,13,4,169,7.1,3.69,3.41,0,0,0,0,0,0,0,1,0,0,0,,,,,
UCB1,MAST,Score Bounded,Robust,0.7,0.5,1000,2,27,73,99,3,1,6,6,6,27,8.22,4.67,3.56,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1,NST,Implicit Minimax,MaxAvgScore,0.4,0.5,1000,2,147,181,318,2,1,17,17,27,147,8.69,3.67,1.94,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1 tuned,Random,Score Bounded,MaxAvgScore,0.4666666666666667,0.5,1000,2,64,81,144,1,1,8,8,4,64,6.56,3.5,3.06,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1 tuned,MAST,Implicit Minimax,Proportional Exp,0.26666666666666666,0.5,1000,2,14,30,96,2,1,4,4,4,30,8.27,6.4,1.87,0,0,0,0,0,0,0,1,0,0,0,,,,,
UCB1 GRAVE,Random,Implicit Minimax,Robust,0.26666666666666666,0.5,1000,2,14,30,96,3,1,7,7,4,30,8.27,6.4,1.87,0,0,0,0,0,0,0,1,0,0,0,,,,,
UCB1 GRAVE,NST,Score Bounded,Proportional Exp,0.03333333333333333,0.5,1000,2,14,30,96,3,1,7,7,4,33,8.27,6.4,1.87,0,0,0,0,0,0,0,1,0,1,0,,,,,
UCB1 tuned,NST,MonteCarlo,Robust,0.6666666666666666,0.5,1000,2,51,133,183,3,1,10,16,9,51,8.94,4.82,4.12,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1 GRAVE,MAST,MonteCarlo,MaxAvgScore,0.36666666666666664,0.5,1000,2,36,94,129,2,1,7,7,6,36,8.67,4.83,3.83,0,0,0,0,0,0,0,0,0,1,0,,,,,
Progressive History,Random,MonteCarlo,Proportional Exp,0.0,0.5,1000,2,0,6,8,2,2,3,5,5,7,2.67,2.67,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
Progressive History,Random,MonteCarlo,Proportional Exp,0.5333333333333333,0.5,1000,2,36,94,129,2,1,7,7,6,36,8.67,4.83,3.83,0,0,0,0,0,0,0,0,0,1,0,,,,,
Progressive History,MAST,Score Bounded,Robust,0.1,0.5,1000,2,91,222,312,2,2,13,13,3,91,9.49,5.14,4.35,0,0,0,0,0,0,0,0,0,1,0,,,,,
Progressive History,NST,Implicit Minimax,MaxAvgScore,0.43333333333333335,0.5,1000,2,169,384,552,3,2,15,15,6,169,10.44,5.47,4.97,1,0,0,0,0,0,0,0,0,1,0,,,,,
McBRAVE,Random,Score Bounded,MaxAvgScore,0.16666666666666666,0.5,1000,2,61,150,210,2,1,9,9,6,61,9.44,5.11,4.33,0,0,0,0,0,0,0,0,0,1,0,,,,,
McBRAVE,MAST,Implicit Minimax,Proportional Exp,0.0,0.5,1000,2,64,81,144,2,1,8,8,4,64,6.56,3.5,3.06,0,0,0,0,0,0,0,0,0,1,0,,,,,
McGRAVE,Random,Implicit Minimax,Robust,0.0,0.5,1000,2,49,64,112,2,2,8,8,4,64,6.56,3.5,3.06,0,0,0,0,0,0,0,1,0,0,0,,,,,
McGRAVE,NST,Score Bounded,Proportional Exp,0.36666666666666664,0.5,1000,2,324,361,684,2,1,19,19,4,361,7.38,3.79,3.59,0,0,0,0,0,0,0,1,0,0,0,,,,,
McBRAVE,NST,MonteCarlo,Robust,0.23333333333333334,0.5,1000,2,361,400,760,3,1,19,19,4,361,7.38,3.79,3.59,0,0,0,0,0,0,0,0,0,1,0,,,,,
McGRAVE,MAST,MonteCarlo,MaxAvgScore,0.0,0.5,1000,2,73,216,252,3,1,11,11,30,73,9.7,5.1,4.6,1,0,0,0,0,0,0,0,0,1,0,,,,,
Progressive Widening,Random,MonteCarlo,Proportional Exp,0.3333333333333333,0.5,1000,2,49,64,112,3,1,7,7,4,49,6.37,3.43,2.94,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1,NST,Implicit Minimax,MaxAvgScore,0.43333333333333335,0.5,1000,2,31,64,125,2,1,32,2,4,64,4.88,3.91,0.97,0,0,0,0,0,0,0,1,0,0,0,,,,,
Progressive Widening,MAST,Score Bounded,Robust,0.1,0.5,1000,2,157,105,252,4,1,22,21,12,157,10.36,2.79,2.75,0,0,0,0,0,0,0,0,0,1,0,,,,,
Progressive Widening,NST,Implicit Minimax,MaxAvgScore,0.0,0.5,1000,2,8,13,24,2,1,5,5,4,13,3.69,3.69,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
Implicit Minimax,Random,Score Bounded,MaxAvgScore,0.5,0.5,1000,2,49,64,112,3,1,7,7,4,49,6.37,3.43,2.94,0,0,0,0,0,0,0,0,0,1,0,,,,,
Alpha-Beta,Random,Implicit Minimax,Robust,0.16666666666666666,0.5,1000,2,121,144,264,3,3,11,11,4,123,6.94,3.64,3.31,0,0,0,0,0,0,0,0,0,1,0,,,,,
Implicit Minimax,MAST,Implicit Minimax,Proportional Exp,0.0,0.5,1000,2,315,352,666,3,1,15,21,4,321,7.33,3.77,3.56,0,0,0,0,0,0,0,0,0,1,0,,,,,
Alpha-Beta,NST,Score Bounded,Proportional Exp,0.0,0.5,1000,2,8,9,16,2,1,3,3,4,9,3.56,3.56,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
Implicit Minimax,NST,MonteCarlo,Robust,0.0,0.5,1000,2,64,81,144,2,1,9,9,4,147,6.72,3.56,3.16,0,0,0,0,0,0,0,1,0,1,0,,,,,
Alpha-Beta,MAST,MonteCarlo,MaxAvgScore,0.23333333333333334,0.5,1000,2,37,96,132,3,1,7,7,6,37,8.76,4.86,3.89,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1,Random,MonteCarlo,Proportional Exp,0.3333333333333333,0.5,1000,2,121,144,264,3,1,11,11,4,121,6.94,3.64,3.31,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1,MAST,Score Bounded,Robust,0.23333333333333334,0.5,1000,2,49,64,112,2,2,7,7,4,51,6.37,3.43,2.94,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1 GRAVE,MAST,MonteCarlo,MaxAvgScore,0.5,0.5,1000,2,34,33,69,2,1,7,7,16,34,4.18,4.18,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
UCB1,NST,Implicit Minimax,MaxAvgScore,0.03333333333333333,0.5,1000,2,25,36,60,2,2,5,5,4,27,5.76,3.2,2.56,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1 tuned,Random,Score Bounded,MaxAvgScore,0.3333333333333333,0.5,1000,2,49,64,112,2,2,7,7,4,51,6.37,3.43,2.94,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1 tuned,MAST,Implicit Minimax,Proportional Exp,0.0,0.5,1000,2,64,81,144,2,2,8,8,4,66,6.56,3.5,3.06,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1 GRAVE,Random,Implicit Minimax,Robust,0.23333333333333334,0.5,1000,2,64,81,144,2,1,8,8,4,64,6.56,3.5,3.06,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1 GRAVE,NST,Score Bounded,Proportional Exp,0.0,0.5,1000,2,289,324,612,2,2,17,17,4,291,7.31,3.76,3.54,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1 tuned,NST,MonteCarlo,Robust,0.13333333333333333,0.5,1000,2,25,36,60,2,2,5,5,4,27,5.76,3.2,2.56,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1 GRAVE,MAST,MonteCarlo,MaxAvgScore,0.0,0.5,1000,2,25,36,60,2,2,5,5,4,27,5.76,3.2,2.56,0,0,0,0,0,0,0,0,0,1,0,,,,,
Progressive History,Random,MonteCarlo,Proportional Exp,0.03333333333333333,0.5,1000,2,25,36,60,2,2,5,5,4,27,5.76,3.2,2.56,0,0,0,0,0,0,0,0,0,1,0,,,,,
Progressive History,MAST,Score Bounded,Robust,0.9333333333333333,0.5,1000,2,81,100,180,3,1,9,9,4,81,6.72,3.56,3.16,0,0,0,0,0,0,0,0,0,1,0,,,,,
Progressive History,NST,Implicit Minimax,MaxAvgScore,0.5,0.5,1000,2,121,144,264,3,1,11,11,4,121,6.94,3.64,3.31,0,0,0,0,0,0,0,0,0,1,0,,,,,
Progressive History,MAST,Score Bounded,Robust,0.43333333333333335,0.5,1000,2,32,25,56,2,2,5,5,4,58,4.48,4.48,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
McBRAVE,Random,Score Bounded,MaxAvgScore,0.0,0.5,1000,2,64,45,108,2,1,5,9,4,45,4.8,4.8,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
McBRAVE,MAST,Implicit Minimax,Proportional Exp,0.0,0.5,1000,2,64,45,108,2,2,5,9,4,45,4.8,4.8,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
McGRAVE,Random,Implicit Minimax,Robust,0.0,0.5,1000,2,64,100,160,2,2,8,8,16,64,5.25,3.0,2.25,0,0,0,0,0,0,0,0,0,1,0,,,,,
McGRAVE,NST,Score Bounded,Proportional Exp,0.0,0.5,1000,2,24,35,58,2,1,6,4,4,24,5.67,3.17,2.5,0,0,0,0,0,0,0,0,0,1,0,,,,,
McBRAVE,NST,MonteCarlo,Robust,0.0,0.5,1000,2,64,81,144,4,1,8,8,4,64,6.56,3.5,3.06,0,0,0,0,0,0,0,0,0,1,0,,,,,
McGRAVE,MAST,MonteCarlo,MaxAvgScore,0.0,0.5,1000,2,64,81,144,4,1,8,8,4,64,6.56,3.5,3.06,1,0,0,0,0,0,0,0,0,1,0,,,,,
Progressive Widening,Random,MonteCarlo,Proportional Exp,0.2,0.5,1000,2,64,81,144,4,1,8,8,4,64,6.56,3.5,3.06,0,0,0,0,0,0,0,0,0,1,0,,,,,
Progressive Widening,MAST,Score Bounded,Robust,0.13333333333333333,0.5,1000,2,144,169,312,4,1,12,12,4,144,7.03,3.67,3.36,0,0,0,0,0,0,0,0,0,1,0,,,,,
Progressive Widening,NST,Implicit Minimax,MaxAvgScore,0.7666666666666667,0.5,1000,2,64,81,144,4,1,8,8,4,64,6.56,3.5,3.06,0,0,0,0,0,0,0,0,0,1,0,,,,,
Implicit Minimax,Random,Score Bounded,MaxAvgScore,0.23333333333333334,0.5,1000,2,144,169,312,4,1,12,12,4,144,7.03,3.67,3.36,0,0,0,0,0,0,0,0,0,1,0,,,,,
McBRAVE,MAST,Implicit Minimax,Proportional Exp,0.36666666666666664,0.5,1000,2,36,31,66,2,1,7,5,7,31,4.52,4.26,0.26,0,0,0,0,0,0,0,1,0,0,0,,,,,
UCB1 GRAVE,NST,Implicit Minimax,Proportional Exp,0.5,0.5,1000,2,2,8,28,1,1,11,11,28,28,12.0,12.0,0.0,0,0,0,0,0,0,0,0,1,0,0,,,,,
Alpha-Beta,Random,Implicit Minimax,Robust,0.0,0.5,1000,2,64,81,144,4,1,8,8,4,64,6.56,3.5,3.06,0,0,0,0,0,0,0,0,0,1,0,,,,,
Implicit Minimax,MAST,Implicit Minimax,Proportional Exp,0.0,0.5,1000,2,18,32,49,4,1,7,8,16,32,5.31,3.06,2.25,0,0,0,0,0,0,0,1,0,0,0,,,,,
Alpha-Beta,NST,Score Bounded,Proportional Exp,0.0,0.5,1000,2,64,81,144,4,1,8,8,4,64,6.56,3.5,3.06,0,0,0,0,0,0,0,0,0,1,0,,,,,
Implicit Minimax,NST,MonteCarlo,Robust,0.0,0.5,1000,2,64,81,144,4,1,8,8,4,64,6.56,3.5,3.06,0,0,0,0,0,0,0,0,0,1,0,,,,,
Alpha-Beta,MAST,MonteCarlo,MaxAvgScore,0.16666666666666666,0.5,1000,2,64,81,144,4,1,8,8,4,64,6.56,3.5,3.06,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1,Random,MonteCarlo,Proportional Exp,0.0,0.5,1000,2,100,121,220,4,1,10,10,4,100,6.84,3.6,3.24,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1,MAST,Score Bounded,Robust,0.5666666666666667,0.5,1000,2,64,81,144,4,1,8,8,4,64,6.56,3.5,3.06,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1,NST,Implicit Minimax,MaxAvgScore,0.0,0.5,1000,2,100,121,220,4,1,10,10,4,100,6.84,3.6,3.24,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1 tuned,Random,Score Bounded,MaxAvgScore,0.26666666666666666,0.5,1000,2,64,81,144,4,1,8,8,4,64,6.56,3.5,3.06,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1 tuned,MAST,Implicit Minimax,Proportional Exp,0.03333333333333333,0.5,1000,2,100,121,220,4,1,10,10,4,100,6.84,3.6,3.24,0,0,0,0,0,0,0,0,0,1,0,,,,,
McGRAVE,NST,MonteCarlo,Proportional Exp,0.3333333333333333,0.5,1000,2,32,25,56,2,1,5,5,4,25,4.48,4.48,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
UCB1 GRAVE,Random,Implicit Minimax,Robust,0.43333333333333335,0.5,1000,2,64,81,144,2,3,9,9,4,146,6.72,3.56,3.16,0,0,0,0,0,0,0,1,0,1,0,,,,,
UCB1 GRAVE,NST,Score Bounded,Proportional Exp,0.0,0.5,1000,2,100,121,220,4,1,10,10,4,100,6.84,3.6,3.24,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1 tuned,NST,MonteCarlo,Robust,0.26666666666666666,0.5,1000,2,64,81,144,4,1,8,8,4,64,6.56,3.5,3.06,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1 GRAVE,MAST,MonteCarlo,MaxAvgScore,0.0,0.5,1000,2,49,64,112,4,1,7,7,4,49,6.37,3.43,2.94,1,0,0,0,0,0,0,0,0,1,0,,,,,
Progressive History,Random,MonteCarlo,Proportional Exp,0.1,0.5,1000,2,64,81,144,4,1,8,8,4,64,6.56,3.5,3.06,0,0,0,0,0,0,0,0,0,1,0,,,,,
Progressive History,MAST,Score Bounded,Robust,0.36666666666666664,0.5,1000,2,64,81,144,4,1,8,8,4,64,6.56,3.5,3.06,0,0,0,0,0,0,0,0,0,1,0,,,,,
Progressive History,NST,Implicit Minimax,MaxAvgScore,0.3333333333333333,0.5,1000,2,100,121,220,4,1,10,10,4,100,6.84,3.6,3.24,0,0,0,0,0,0,0,0,0,1,0,,,,,
McBRAVE,Random,Score Bounded,MaxAvgScore,0.0,0.5,1000,2,64,81,144,4,1,8,8,4,64,6.56,3.5,3.06,0,0,0,0,0,0,0,0,0,1,0,,,,,
McBRAVE,MAST,Implicit Minimax,Proportional Exp,0.0,0.5,1000,2,64,81,144,4,1,8,8,4,64,6.56,3.5,3.06,0,0,0,0,0,0,0,0,0,1,0,,,,,
McGRAVE,Random,Implicit Minimax,Robust,0.0,0.5,1000,2,64,81,144,2,1,8,8,4,64,6.56,3.5,3.06,1,0,0,0,0,0,0,0,0,1,0,,,,,
McBRAVE,Random,Score Bounded,MaxAvgScore,0.36666666666666664,0.5,1000,2,8,19,30,2,3,5,9,5,29,4.42,3.16,1.26,0,0,0,0,0,0,0,1,0,1,0,,,,,
McGRAVE,NST,Score Bounded,Proportional Exp,0.0,0.5,1000,2,64,81,144,4,1,8,8,4,64,6.56,3.5,3.06,0,0,0,0,0,0,0,0,0,1,0,,,,,
McBRAVE,NST,MonteCarlo,Robust,0.13333333333333333,0.5,1000,2,100,121,220,2,1,10,10,4,100,6.84,3.6,3.24,0,0,0,0,0,0,0,0,0,1,0,,,,,
McGRAVE,MAST,MonteCarlo,MaxAvgScore,0.13333333333333333,0.5,1000,2,100,121,220,6,1,10,10,4,100,6.84,3.6,3.24,0,0,0,0,0,0,0,0,0,1,0,,,,,
