variant_select,variant_simulation,variant_backprop,variant_finalmove,winrate,drawrate,score,n_timeouts,moveTime,maxMoves,game_numPlayers,game_numCells,game_numVertices,game_numEdges,game_numComponents,game_numPhases,game_numRows,game_numColumns,game_numCorners,game_numPlayableSites,game_avgNumDirections,game_avgNumOrthogonal,game_avgNumDiagonal,game_isStacking,game_isStochastic,game_hasHiddenInfo,game_requiresTeams,game_hasTrack,game_hasCard,game_hasHandDice,game_isVertexGame,game_isEdgeGame,game_isCellGame,game_isDeductionPuzzle,game_isSimultaneous,game_isAlternating,game_maxCount,game_maxLocalStates,game_stateSpaceLog
Implicit Minimax,Heuristic Sampling,MonteCarlo,Proportional Exp,0.1,0.03,0.115,0,2.0,2000,2,8,16,23,1,1,2,9,2,16,4.38,2.88,1.5,0,0,0,0,1,0,0,1,0,0,0,,,,,
UCB1 GRAVE,PlayoutHS,Heuristic,MaxAvgScore,0.12,0.07,0.155,0,0.2,2000,2,8,16,23,1,1,2,9,2,16,4.38,2.88,1.5,0,0,0,0,1,0,0,1,0,0,0,,,,,
McGRAVE,Heuristic Sampling,Score Bounded,Robust,0.02,0.02,0.03,0,0.5,2000,2,21,32,52,1,1,4,8,4,32,5.88,3.25,2.62,0,0,0,0,1,0,0,1,0,0,0,,,,,
UCB1 tuned,PlayoutHS,MonteCarlo,MaxAvgScore,0.47,0.0,0.47,0,1.0,2000,2,21,32,52,1,1,4,8,4,32,5.88,3.25,2.62,0,0,0,0,1,0,0,1,0,0,0,,,,,
McGRAVE,PlayoutHS,MonteCarlo,Robust,0.0,0.09,0.045,0,0.2,2000,2,0,36,35,3,1,12,14,19,71,1.94,1.94,0.0,0,0,0,0,0,0,0,1,1,0,0,,,,,
ExIt,NST,Score Bounded,Proportional Exp,0.0,0.03,0.015,0,0.5,2000,2,2,5,6,2,1,3,5,2,7,2.4,2.4,0.0,1,0,0,0,0,0,0,1,0,1,0,,,,,
AG0,MAST,Heuristic,Robust,0.0,1.0,0.5,0,0.2,2000,2,21,32,52,1,1,4,8,4,32,5.88,3.25,2.62,0,0,0,0,1,0,0,1,0,0,0,,,,,
Progressive Widening,NST,Implicit Minimax,Robust,0.29,0.0,0.29,0,0.5,2000,2,21,32,52,1,1,4,8,4,32,5.88,3.25,2.62,0,0,0,0,1,0,0,1,0,0,0,,,,,
Implicit Minimax,HS Playout,Heuristic,Robust,0.36,0.0,0.36,0,1.0,2000,2,21,32,52,1,1,4,8,4,32,5.88,3.25,2.62,0,0,0,0,1,0,0,1,0,0,0,,,,,
Alpha-Beta,LGR,AlphaGo,Proportional Exp,0.01,0.0,0.01,0,2.0,2000,2,21,32,52,1,1,4,8,4,32,5.88,3.25,2.62,0,0,0,0,1,0,0,1,0,0,0,,,,,
Noisy AG0,MAST,Score Bounded,MaxAvgScore,0.0,0.02,0.01,0,0.2,2000,2,5,12,16,1,1,2,6,4,12,4.33,2.67,1.67,0,0,0,0,1,0,0,1,0,0,0,,,,,
Progressive History,Heuristic,Score Bounded,MaxAvgScore,0.0,0.0,0.0,0,0.5,2000,2,6,12,17,1,1,2,7,2,12,4.17,2.83,1.33,0,0,0,0,1,0,0,1,0,0,0,,,,,
Alpha-Beta,HS Playout,MonteCarlo,Proportional Exp,0.0,0.0,0.0,0,1.0,2000,2,6,12,17,1,1,2,7,2,12,4.17,2.83,1.33,0,0,0,0,1,0,0,1,0,0,0,,,,,
UCB1,Heuristic Sampling,Qualitative,Robust,0.0,0.0,0.0,0,2.0,2000,2,5,12,16,1,1,2,6,4,12,4.33,2.67,1.67,0,0,0,0,1,0,0,1,0,0,0,,,,,
ExIt,LGR,Qualitative,Robust,0.0,0.0,0.0,0,0.2,2000,2,4,8,11,1,1,3,5,2,8,3.75,2.75,1.0,0,0,0,0,1,0,0,1,0,0,0,,,,,
UCB1 GRAVE,Random,MonteCarlo,MaxAvgScore,0.43,0.21,0.535,0,1.0,2000,2,64,81,144,12,2,8,8,4,289,6.56,3.5,3.06,0,0,0,0,0,0,0,1,1,1,0,,,,,
McBRAVE,LGR,Heuristic,Proportional Exp,0.01,0.09,0.055,0,0.5,2000,2,5,12,16,1,1,2,6,4,12,4.33,2.67,1.67,0,0,0,0,1,0,0,1,0,0,0,,,,,
Progressive Bias,MAST,Heuristic,Proportional Exp,0.0,0.0,0.0,0,1.0,2000,2,4,8,11,1,1,3,5,2,8,3.75,2.75,1.0,0,0,0,0,1,0,0,1,0,0,0,,,,,
UCB1 GRAVE,MAST,MonteCarlo,Robust,0.52,0.0,0.52,0,2.0,2000,2,40,37,76,2,2,9,5,10,79,4.54,4.11,0.43,0,0,0,0,0,0,0,1,0,1,0,,,,,
Progressive Bias,NST,AlphaGo,Robust,0.33,0.0,0.33,0,0.2,2000,2,40,35,74,2,2,9,5,9,76,4.46,4.23,0.23,0,0,0,0,0,0,0,1,0,1,0,,,,,
Progressive Widening,Heuristic Sampling,Implicit Minimax,MaxAvgScore,0.45,0.0,0.45,0,0.5,2000,2,40,35,74,2,2,9,5,9,76,4.46,4.23,0.23,0,0,0,0,0,0,0,1,0,1,0,,,,,
Implicit Minimax,PlayoutHS,AlphaGo,MaxAvgScore,0.48,0.0,0.48,0,1.0,2000,2,40,33,72,2,2,7,7,16,74,4.36,4.36,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
UCB1 tuned,Random,Score Bounded,Robust,0.01,0.71,0.365,0,0.2,2000,2,0,9,16,2,3,3,3,8,11,3.56,3.56,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
ExIt,MAST,MonteCarlo,MaxAvgScore,0.0,0.0,0.0,0,0.5,2000,2,0,5,7,2,2,3,3,5,7,2.8,2.8,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
Noisy AG0,NST,MonteCarlo,Proportional Exp,0.0,0.0,0.0,0,2.0,2000,2,0,9,16,2,3,3,3,8,11,3.56,3.56,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
Progressive Widening,Random,Score Bounded,Robust,0.4,0.27,0.535,0,0.2,2000,2,4,8,16,2,3,4,4,2,9,4.0,4.0,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
McGRAVE,MAST,Score Bounded,Proportional Exp,0.04,0.0,0.04,0,0.5,2000,2,8,9,16,2,3,3,3,4,19,3.56,3.56,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
AG0,Random,MonteCarlo,MaxAvgScore,0.0,0.0,0.0,0,1.0,2000,2,36,49,84,2,1,6,6,4,36,6.11,3.33,2.78,1,0,0,0,0,0,0,0,0,1,0,,,,,
McBRAVE,MAST,MonteCarlo,MaxAvgScore,0.0,0.0,0.0,0,2.0,2000,2,37,102,138,12,2,9,9,12,47,8.11,4.54,3.57,0,0,0,0,0,0,0,0,0,1,0,,,,,
McBRAVE,Random,MonteCarlo,Robust,0.0,1.0,0.5,0,0.2,2000,2,289,324,612,2,2,17,17,4,291,7.31,3.76,3.54,0,0,0,0,0,0,0,0,0,1,0,,,,,
Progressive History,NST,MonteCarlo,MaxAvgScore,0.0,0.0,0.0,0,0.5,2000,2,4,8,16,2,2,4,4,2,9,4.0,4.0,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
UCB1 GRAVE,MAST,Score Bounded,Robust,0.08,0.22,0.19,0,1.0,2000,2,5,12,16,1,1,2,6,4,12,4.33,2.67,1.67,0,0,0,0,1,0,0,1,0,0,0,,,,,
ExIt,HS Playout,AlphaGo,MaxAvgScore,0.0,0.0,0.0,0,0.2,2000,2,7,14,20,1,2,2,8,2,14,4.29,2.86,1.43,0,0,0,0,1,0,0,1,0,0,0,,,,,
ExIt,Heuristic,Qualitative,MaxAvgScore,0.08,0.0,0.08,0,0.2,2000,2,324,361,684,2,2,19,19,4,361,7.38,3.79,3.59,0,0,0,0,0,0,0,1,0,0,0,,,,,
McGRAVE,LGR,Qualitative,Proportional Exp,0.0,0.02,0.01,0,0.5,2000,2,7,14,20,1,2,2,8,2,14,4.29,2.86,1.43,0,0,0,0,1,0,0,1,0,0,0,,,,,
Progressive Bias,MAST,Implicit Minimax,Robust,0.0,0.0,0.0,0,1.0,2000,2,7,14,20,1,2,2,8,2,14,4.29,2.86,1.43,0,0,0,0,1,0,0,1,0,0,0,,,,,
UCB1,PlayoutHS,Heuristic,Proportional Exp,0.0,1.0,0.5,0,0.2,2000,2,7,14,20,1,2,2,8,2,14,4.29,2.86,1.43,0,0,0,0,1,0,0,1,0,0,0,,,,,
ExIt,NST,MonteCarlo,Proportional Exp,0.02,0.48,0.26,0,0.5,2000,2,5,12,16,1,1,2,6,4,14,4.33,2.67,1.67,0,0,0,0,1,0,0,1,0,1,0,,,,,
Progressive Bias,NST,Score Bounded,Proportional Exp,0.0,0.12,0.06,0,1.0,2000,2,91,216,306,12,1,11,11,6,91,9.89,5.27,4.62,0,0,0,0,0,0,0,0,0,1,0,,,,,
McGRAVE,HS Playout,Heuristic,MaxAvgScore,0.03,0.02,0.04,0,2.0,2000,2,84,241,285,12,1,8,12,6,84,9.71,5.21,4.5,0,0,0,0,0,0,0,0,0,1,0,,,,,
ExIt,PlayoutHS,MonteCarlo,Robust,0.01,0.2,0.11,0,0.2,2000,2,70,216,239,12,1,10,10,6,70,9.6,5.17,4.43,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1 GRAVE,Heuristic,Implicit Minimax,Robust,0.29,0.54,0.56,0,0.5,2000,2,91,216,306,12,1,11,11,6,91,9.89,5.27,4.62,0,0,0,0,0,0,0,0,0,1,0,,,,,
Noisy AG0,HS Playout,Heuristic,MaxAvgScore,0.01,0.04,0.03,0,1.0,2000,2,70,216,239,12,1,10,10,6,70,9.6,5.17,4.43,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1 GRAVE,MAST,Score Bounded,Robust,0.43,0.53,0.695,0,0.5,2000,2,16,25,40,2,1,5,5,4,65,5.76,3.2,2.56,0,0,0,0,0,0,0,1,1,0,0,,,,,
Progressive History,LGR,MonteCarlo,MaxAvgScore,0.61,0.09,0.655,0,2.0,2000,2,91,216,306,12,1,11,11,6,91,9.89,5.27,4.62,0,0,0,0,0,0,0,0,0,1,0,,,,,
McBRAVE,MAST,AlphaGo,Proportional Exp,0.05,0.34,0.22,0,0.2,2000,2,91,216,306,12,1,11,11,6,91,9.89,5.27,4.62,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1 GRAVE,Random,MonteCarlo,Proportional Exp,0.01,0.12,0.07,0,0.5,2000,2,21,32,52,1,1,4,8,4,32,5.88,3.25,2.62,0,0,0,0,1,0,0,1,0,0,0,,,,,
