variant_select,variant_simulation,variant_backprop,variant_finalmove,winrate,drawrate,score,n_timeouts,moveTime,maxMoves,game_numPlayers,game_numCells,game_numVertices,game_numEdges,game_numComponents,game_numPhases,game_numRows,game_numColumns,game_numCorners,game_numPlayableSites,game_avgNumDirections,game_avgNumOrthogonal,game_avgNumDiagonal,game_isStacking,game_isStochastic,game_hasHiddenInfo,game_requiresTeams,game_hasTrack,game_hasCard,game_hasHandDice,game_isVertexGame,game_isEdgeGame,game_isCellGame,game_isDeductionPuzzle,game_isSimultaneous,game_isAlternating,game_maxCount,game_maxLocalStates,game_stateSpaceLog
AG0,Heuristic Sampling,Qualitative,Proportional Exp,0.0,0.0,0.0,0,1.0,2000,2,0,17,28,2,1,9,9,8,17,3.29,3.29,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
UCB1 GRAVE,Random,AlphaGo,Proportional Exp,0.0,0.0,0.0,0,2.0,2000,2,9,20,28,1,2,2,10,4,31,4.6,2.8,1.8,0,0,0,0,1,0,0,1,0,1,0,,,,,
Progressive Widening,Random,MonteCarlo,Robust,0.61,0.0,0.61,0,0.2,2000,2,121,144,264,2,1,11,11,4,121,6.94,3.64,3.31,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1,NST,MonteCarlo,MaxAvgScore,0.37,0.0,0.37,0,1.0,2000,2,2,6,15,2,1,7,5,15,15,8.0,8.0,0.0,0,0,0,0,0,0,0,0,1,0,0,,,,,
Progressive Bias,NST,Heuristic,Proportional Exp,0.0,0.0,0.0,0,0.5,2000,2,64,41,104,4,1,9,9,4,41,5.07,5.07,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
Progressive Widening,PlayoutHS,Qualitative,MaxAvgScore,0.0,0.0,0.0,0,1.0,2000,2,32,25,56,4,1,5,5,4,25,4.48,4.48,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
ExIt,NST,Qualitative,Robust,0.0,1.0,0.5,0,2.0,2000,2,21,32,52,1,1,4,8,4,34,5.88,3.25,2.62,0,0,0,0,1,0,0,1,0,1,0,,,,,
McGRAVE,Heuristic,Heuristic,MaxAvgScore,0.0,0.0,0.0,0,0.2,2000,2,18,28,45,1,1,4,7,4,48,5.79,3.21,2.57,0,0,0,0,1,0,0,1,0,1,0,,,,,
AG0,PlayoutHS,Qualitative,Proportional Exp,0.0,0.0,0.0,0,0.5,2000,2,18,28,45,1,1,4,7,4,48,5.79,3.21,2.57,0,0,0,0,1,0,0,1,0,1,0,,,,,
UCB1 tuned,MAST,Score Bounded,Proportional Exp,0.07,0.02,0.08,0,1.0,2000,2,64,160,223,2,1,8,8,4,64,9.19,5.03,4.16,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1,Heuristic Sampling,MonteCarlo,Proportional Exp,0.33,0.0,0.33,0,0.2,2000,2,13,12,24,6,1,4,4,6,42,4.0,4.0,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
McGRAVE,MAST,Implicit Minimax,MaxAvgScore,0.0,0.0,0.0,0,0.5,2000,2,13,12,24,6,1,4,4,6,42,4.0,4.0,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
McBRAVE,NST,AlphaGo,Robust,0.45,0.05,0.475,0,1.0,2000,2,8,11,18,2,2,3,5,2,21,4.73,3.27,1.45,0,0,0,0,0,0,0,1,0,1,0,,,,,
Implicit Minimax,PlayoutHS,Heuristic,MaxAvgScore,0.5,0.0,0.5,0,2.0,2000,2,16,25,40,2,4,4,4,4,17,5.25,3.0,2.25,0,0,0,0,0,0,0,0,0,1,0,,,,,
AG0,Heuristic,MonteCarlo,Robust,0.0,0.0,0.0,0,0.2,2000,2,4,9,12,2,2,3,3,4,15,4.44,2.67,1.78,0,0,0,0,0,0,0,1,0,1,0,,,,,
UCB1 GRAVE,HS Playout,AlphaGo,MaxAvgScore,0.0,0.0,0.0,0,0.5,2000,2,4,9,12,2,2,3,3,4,15,4.44,2.67,1.78,0,0,0,0,0,0,0,1,0,1,0,,,,,
Noisy AG0,PlayoutHS,MonteCarlo,Robust,0.11,0.01,0.115,0,0.2,2000,2,4,10,13,1,1,2,5,4,16,4.2,2.6,1.6,0,0,0,0,1,0,0,1,0,1,0,,,,,
Progressive History,NST,MonteCarlo,MaxAvgScore,0.49,0.0,0.49,0,0.5,2000,2,72,55,126,2,1,13,5,9,56,4.73,4.58,0.15,0,0,0,0,0,0,0,1,0,1,0,,,,,
AG0,Heuristic,Score Bounded,Robust,0.33,0.0,0.33,0,2.0,2000,2,40,33,72,2,2,7,7,16,74,4.36,4.36,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
McBRAVE,HS Playout,Heuristic,MaxAvgScore,0.44,0.0,0.44,0,0.2,2000,2,40,37,76,2,2,9,5,10,79,4.54,4.11,0.43,0,0,0,0,0,0,0,1,0,1,0,,,,,
Progressive History,HS Playout,Implicit Minimax,Robust,0.0,1.0,0.5,0,0.2,2000,2,256,289,544,4,3,17,17,4,549,7.31,3.76,3.54,0,0,0,0,0,0,0,1,0,1,0,,,,,
Progressive Bias,HS Playout,MonteCarlo,Proportional Exp,0.0,0.0,0.0,0,0.5,2000,2,16,25,40,2,1,5,5,4,43,5.76,3.2,2.56,0,0,0,0,0,0,0,1,0,1,0,,,,,
McBRAVE,LGR,Heuristic,Robust,0.01,0.0,0.01,0,1.0,2000,2,16,25,40,2,1,5,5,4,27,5.76,3.2,2.56,0,0,0,0,0,0,0,1,0,1,0,,,,,
Alpha-Beta,NST,Implicit Minimax,MaxAvgScore,0.13,0.0,0.13,0,2.0,2000,2,16,25,40,2,1,5,5,4,27,5.76,3.2,2.56,0,0,0,0,0,0,0,1,0,1,0,,,,,
ExIt,MAST,Implicit Minimax,Robust,0.04,0.0,0.04,0,0.2,2000,2,49,64,112,2,1,8,8,4,64,6.56,3.5,3.06,0,0,0,0,0,0,0,1,0,0,0,,,,,
Implicit Minimax,NST,Heuristic,Robust,0.34,0.0,0.34,0,0.5,2000,2,70,174,243,2,1,7,13,4,70,9.26,5.06,4.2,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1 tuned,MAST,MonteCarlo,MaxAvgScore,0.18,0.07,0.215,0,1.0,2000,2,0,10,10,1,1,4,4,10,12,2.0,2.0,0.0,0,0,0,0,1,0,0,1,0,1,0,,,,,
McBRAVE,Heuristic,Score Bounded,Proportional Exp,0.0,0.0,0.0,0,2.0,2000,2,0,24,32,2,3,7,7,4,26,2.67,2.67,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
McGRAVE,Random,Heuristic,Proportional Exp,0.28,0.0,0.28,0,0.2,2000,2,64,81,176,2,1,9,9,4,82,6.72,4.35,2.37,0,0,0,0,0,0,0,1,0,1,0,,,,,
Noisy AG0,MAST,Qualitative,Proportional Exp,0.0,0.0,0.0,0,0.5,2000,2,4,9,12,2,2,3,3,4,15,4.44,2.67,1.78,0,0,0,0,0,0,0,1,0,1,0,,,,,
Progressive Bias,Random,Implicit Minimax,MaxAvgScore,0.0,0.2,0.1,0,1.0,2000,2,33,48,80,1,1,4,12,4,83,6.08,3.33,2.75,0,0,0,0,1,0,0,1,0,1,0,,,,,
UCB1,Random,MonteCarlo,Robust,0.5,0.0,0.5,0,1.0,2000,2,0,8,7,1,1,1,8,2,10,1.75,1.75,0.0,1,0,0,0,1,0,0,1,0,1,0,,,,,
McBRAVE,Random,AlphaGo,Proportional Exp,0.45,0.0,0.45,0,0.5,2000,2,24,25,48,2,1,5,5,4,25,5.12,3.84,1.28,1,0,0,0,0,0,0,1,0,0,0,,,,,
Progressive History,Heuristic Sampling,Heuristic,MaxAvgScore,0.27,0.09,0.315,0,2.0,2000,2,33,48,80,1,1,4,12,4,83,6.08,3.33,2.75,0,0,0,0,1,0,0,1,0,1,0,,,,,
Alpha-Beta,HS Playout,AlphaGo,Proportional Exp,0.01,0.01,0.015,0,0.2,2000,2,33,48,80,1,1,4,12,4,83,6.08,3.33,2.75,0,0,0,0,1,0,0,1,0,1,0,,,,,
UCB1,NST,AlphaGo,Robust,0.08,0.84,0.5,0,0.5,2000,2,81,100,180,12,1,9,9,4,81,6.72,3.56,3.16,0,0,0,0,0,0,0,0,0,1,0,,,,,
Noisy AG0,Heuristic Sampling,Score Bounded,Robust,0.0,0.05,0.025,0,1.0,2000,2,36,49,84,2,2,6,6,4,38,6.11,3.33,2.78,0,0,0,0,0,0,0,0,0,1,0,,,,,
ExIt,LGR,MonteCarlo,MaxAvgScore,0.05,0.0,0.05,0,2.0,2000,2,100,121,220,6,1,10,10,4,100,6.84,3.6,3.24,0,0,0,0,0,0,0,0,0,1,0,,,,,
Implicit Minimax,Random,Implicit Minimax,Robust,0.42,0.19,0.515,0,0.2,2000,2,120,144,263,12,1,8,15,4,120,6.88,3.62,3.27,0,0,0,0,0,0,0,0,0,1,0,,,,,
Progressive History,PlayoutHS,Qualitative,Proportional Exp,0.03,0.19,0.125,0,0.5,2000,2,120,144,263,12,1,8,15,4,120,6.88,3.62,3.27,0,0,0,0,0,0,0,0,0,1,0,,,,,
AG0,MAST,AlphaGo,MaxAvgScore,0.02,0.0,0.02,0,0.2,2000,2,61,150,210,1,2,9,9,6,61,9.44,5.11,4.33,0,0,0,0,0,0,0,0,0,1,0,,,,,
McGRAVE,Heuristic,Score Bounded,Proportional Exp,0.0,0.0,0.0,0,1.0,2000,2,0,6,8,2,2,3,5,5,7,2.67,2.67,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
Progressive Bias,Heuristic,MonteCarlo,Robust,0.0,0.0,0.0,0,0.5,2000,2,27,73,99,3,1,6,6,6,27,8.22,4.67,3.56,0,0,0,0,0,0,0,0,0,1,0,,,,,
Alpha-Beta,Random,Implicit Minimax,Robust,0.07,0.22,0.18,0,1.0,2000,2,37,96,132,12,1,7,7,6,37,8.76,4.86,3.89,0,0,0,0,0,0,0,0,0,1,0,,,,,
Implicit Minimax,MAST,Heuristic,Robust,0.48,0.0,0.48,0,2.0,2000,2,36,94,129,2,1,7,7,6,36,8.67,4.83,3.83,0,0,0,0,0,0,0,0,0,1,0,,,,,
ExIt,LGR,MonteCarlo,Proportional Exp,0.03,0.21,0.135,0,0.2,2000,2,37,96,132,12,1,7,7,6,37,8.76,4.86,3.89,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1,NST,Score Bounded,MaxAvgScore,0.22,0.17,0.305,0,0.5,2000,2,32,41,72,2,2,16,16,8,34,7.0,3.5,3.5,0,0,0,0,0,0,0,0,0,1,0,,,,,
McGRAVE,PlayoutHS,MonteCarlo,MaxAvgScore,0.0,0.0,0.0,0,1.0,2000,2,12,19,30,2,1,7,7,5,19,4.84,3.16,1.68,0,0,0,0,0,0,0,1,0,0,0,,,,,
Implicit Minimax,NST,Qualitative,Proportional Exp,0.0,0.0,0.0,0,2.0,2000,2,61,150,210,3,2,9,9,6,61,9.44,5.11,4.33,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1 GRAVE,PlayoutHS,Score Bounded,Robust,0.0,0.0,0.0,0,0.2,2000,2,91,222,312,2,2,13,13,3,91,9.49,5.14,4.35,0,0,0,0,0,0,0,0,0,1,0,,,,,
AG0,Random,Heuristic,Proportional Exp,0.4,0.08,0.44,0,0.5,2000,2,64,81,144,7,1,8,8,4,64,6.56,3.5,3.06,0,0,0,0,0,0,0,0,0,1,0,,,,,
Alpha-Beta,Heuristic,Qualitative,MaxAvgScore,0.33,0.12,0.39,0,1.0,2000,2,64,81,144,7,1,8,8,4,64,6.56,3.5,3.06,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1 tuned,Random,Score Bounded,Robust,0.0,1.0,0.5,0,2.0,2000,2,19,9,32,1,1,5,5,5,32,12.25,12.25,0.0,0,0,0,0,0,0,0,0,1,0,0,,,,,
McGRAVE,Heuristic Sampling,Heuristic,Robust,0.0,0.01,0.005,0,2.0,2000,2,36,49,84,10,1,6,6,4,36,6.11,3.33,2.78,0,0,0,0,0,0,0,0,0,1,0,,,,,
Progressive Bias,Random,Qualitative,Robust,0.01,0.18,0.1,0,0.2,2000,2,32,45,76,10,1,4,8,4,32,5.88,3.25,2.62,0,0,0,0,0,0,0,0,0,1,0,,,,,
Noisy AG0,MAST,Implicit Minimax,MaxAvgScore,0.02,0.13,0.085,0,0.5,2000,2,32,45,76,10,1,4,8,4,32,5.88,3.25,2.62,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1 GRAVE,Heuristic Sampling,MonteCarlo,Proportional Exp,0.14,0.0,0.14,0,1.0,2000,2,12,37,48,2,1,4,4,6,12,6.5,4.0,2.5,0,0,0,0,0,0,0,0,0,1,0,,,,,
Alpha-Beta,MAST,Score Bounded,Proportional Exp,0.04,0.0,0.04,0,2.0,2000,2,64,45,108,2,2,5,9,4,45,4.8,4.8,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
UCB1 GRAVE,Random,Score Bounded,MaxAvgScore,0.32,0.04,0.34,0,0.2,2000,2,37,96,132,2,1,7,7,6,37,8.76,4.86,3.89,1,0,0,0,0,0,0,0,0,1,0,,,,,
McBRAVE,HS Playout,Score Bounded,Robust,0.0,0.02,0.01,0,0.5,2000,2,40,25,56,2,1,5,5,4,25,5.76,4.48,1.28,0,0,0,0,0,0,0,1,0,0,0,,,,,
Noisy AG0,MAST,Heuristic,MaxAvgScore,0.01,0.0,0.01,0,1.0,2000,2,14,30,96,2,1,4,4,4,30,8.27,6.4,1.87,0,0,0,0,0,0,0,1,0,0,0,,,,,
Progressive History,Heuristic Sampling,Implicit Minimax,Proportional Exp,0.46,0.0,0.46,0,0.2,2000,2,36,31,66,2,1,7,5,7,31,4.52,4.26,0.26,0,0,0,0,0,0,0,1,0,0,0,,,,,
Alpha-Beta,Heuristic Sampling,Heuristic,Proportional Exp,0.07,0.02,0.08,0,0.2,2000,2,11,24,34,1,4,2,12,4,37,4.67,2.83,1.83,0,0,0,0,1,0,0,1,0,1,0,,,,,
ExIt,Random,AlphaGo,MaxAvgScore,0.26,0.0,0.26,0,0.5,2000,2,144,169,312,2,2,12,12,4,144,7.03,3.67,3.36,0,0,0,0,0,0,0,0,0,1,0,,,,,
McBRAVE,PlayoutHS,Qualitative,Proportional Exp,0.17,0.0,0.17,0,1.0,2000,2,144,169,312,2,2,12,12,4,144,7.03,3.67,3.36,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1,Random,Implicit Minimax,Proportional Exp,0.01,0.0,0.01,0,2.0,2000,2,324,361,684,2,2,19,19,4,361,7.38,3.79,3.59,0,0,0,0,0,0,0,1,0,0,0,,,,,
AG0,Heuristic,MonteCarlo,MaxAvgScore,0.0,0.0,0.0,0,0.2,2000,2,40,25,56,2,1,5,5,4,25,5.76,4.48,1.28,0,0,0,0,0,0,0,1,0,0,0,,,,,
UCB1 tuned,MAST,AlphaGo,Proportional Exp,0.32,0.4,0.52,0,1.0,2000,2,90,116,204,4,1,9,9,8,90,6.49,3.47,3.02,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1 GRAVE,Heuristic,AlphaGo,Proportional Exp,0.0,0.0,0.0,0,2.0,2000,2,100,121,220,4,1,10,10,4,100,6.84,3.6,3.24,0,0,0,0,0,0,0,0,0,1,0,,,,,
McBRAVE,MAST,Qualitative,MaxAvgScore,0.0,0.0,0.0,0,0.2,2000,2,100,121,220,3,1,10,10,4,100,6.84,3.6,3.24,0,0,0,0,0,0,0,0,0,1,0,,,,,
Alpha-Beta,Heuristic Sampling,Score Bounded,Robust,0.0,0.0,0.0,0,0.5,2000,2,144,169,312,4,1,12,12,4,144,7.03,3.67,3.36,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1 GRAVE,Random,MonteCarlo,Robust,0.24,0.0,0.24,0,0.5,2000,2,1261,2646,3906,2,1,41,41,6,1261,11.42,5.8,5.61,0,0,0,0,0,0,0,0,0,1,0,,,,,
AG0,NST,AlphaGo,Robust,0.04,0.03,0.055,0,2.0,2000,2,81,198,278,12,1,9,9,4,81,9.48,5.14,4.35,0,0,0,0,0,0,0,0,0,1,0,,,,,
ExIt,NST,Score Bounded,MaxAvgScore,0.0,0.0,0.0,0,0.2,2000,2,9,16,24,2,1,4,4,4,18,5.25,3.0,2.25,0,0,0,0,0,0,0,1,0,1,0,,,,,
Progressive History,LGR,MonteCarlo,MaxAvgScore,0.76,0.04,0.78,0,1.0,2000,2,169,196,364,3,1,13,13,4,169,7.1,3.69,3.41,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1,Heuristic,Implicit Minimax,Robust,1.0,0.0,1.0,0,2.0,2000,2,144,169,312,2,1,12,12,4,144,7.03,3.67,3.36,0,0,0,0,0,0,0,0,0,1,0,,,,,
Progressive Bias,PlayoutHS,Heuristic,Robust,0.26,0.0,0.26,0,0.2,2000,2,169,196,364,3,1,13,13,4,169,7.1,3.69,3.41,0,0,0,0,0,0,0,0,0,1,0,,,,,
Progressive Bias,Random,Score Bounded,Proportional Exp,0.0,0.0,0.0,0,0.5,2000,2,15,24,38,1,1,4,6,4,24,5.67,3.17,2.5,0,0,0,0,1,0,0,1,0,0,0,,,,,
UCB1 tuned,Heuristic,Score Bounded,MaxAvgScore,0.0,1.0,0.5,0,1.0,2000,2,21,32,52,1,1,4,8,4,34,5.88,3.25,2.62,0,0,0,0,1,0,0,1,0,1,0,,,,,
Progressive Widening,LGR,AlphaGo,Robust,0.48,0.0,0.48,0,0.2,2000,2,64,81,144,2,2,8,8,4,65,6.56,3.5,3.06,0,0,0,0,0,0,0,0,0,1,0,,,,,
ExIt,MAST,AlphaGo,MaxAvgScore,0.0,0.0,0.0,0,1.0,2000,2,1261,2646,3906,2,1,41,41,6,1261,11.42,5.8,5.61,0,0,0,0,0,0,0,0,0,1,0,,,,,
Alpha-Beta,LGR,Heuristic,Robust,0.15,0.0,0.15,0,1.0,2000,2,128,81,208,4,1,9,9,4,81,5.14,5.14,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
McGRAVE,HS Playout,Score Bounded,Robust,0.12,0.07,0.155,0,2.0,2000,2,100,121,220,6,1,10,10,4,100,6.84,3.6,3.24,0,0,0,0,0,0,0,0,0,1,0,,,,,
Implicit Minimax,Heuristic Sampling,Heuristic,Proportional Exp,0.19,0.05,0.215,0,0.2,2000,2,100,121,220,6,1,10,10,4,100,6.84,3.6,3.24,0,0,0,0,0,0,0,0,0,1,0,,,,,
Progressive History,MAST,MonteCarlo,Proportional Exp,0.02,0.0,0.02,0,0.5,2000,2,9,16,24,2,1,4,4,4,16,5.25,3.0,2.25,0,0,0,0,0,0,0,1,0,0,0,,,,,
McGRAVE,Random,AlphaGo,Proportional Exp,0.12,0.0,0.12,0,1.0,2000,2,225,256,480,3,1,15,15,4,225,7.22,3.73,3.48,0,0,0,0,0,0,0,0,0,1,0,,,,,
Noisy AG0,MAST,Qualitative,Robust,0.07,0.0,0.07,0,2.0,2000,2,51,133,183,3,1,10,16,9,51,8.94,4.82,4.12,0,0,0,0,0,0,0,0,0,1,0,,,,,
AG0,Heuristic Sampling,Score Bounded,Proportional Exp,0.08,0.0,0.08,0,0.2,2000,2,51,133,183,3,1,10,16,9,51,8.94,4.82,4.12,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1 GRAVE,MAST,Qualitative,Robust,0.0,0.0,0.0,0,0.5,2000,2,61,150,210,4,1,9,9,6,61,9.44,5.11,4.33,0,0,0,0,0,0,0,0,0,1,0,,,,,
McBRAVE,PlayoutHS,MonteCarlo,MaxAvgScore,0.04,0.14,0.11,0,1.0,2000,2,81,198,278,12,1,9,9,4,81,9.48,5.14,4.35,0,0,0,0,0,0,0,0,0,1,0,,,,,
Noisy AG0,Heuristic Sampling,Score Bounded,Proportional Exp,0.0,0.0,0.0,0,2.0,2000,2,61,150,210,1,1,9,9,6,61,9.44,5.11,4.33,0,0,0,0,0,0,0,0,0,1,0,,,,,
AG0,PlayoutHS,Qualitative,Robust,0.0,0.0,0.0,0,0.2,2000,2,61,150,210,2,1,9,9,6,63,9.44,5.11,4.33,0,0,0,0,0,0,0,0,0,1,0,,,,,
Implicit Minimax,NST,Heuristic,MaxAvgScore,0.36,0.03,0.375,0,0.5,2000,2,64,81,144,1,1,8,8,4,64,6.56,3.5,3.06,0,0,0,0,0,0,0,0,0,1,0,,,,,
Noisy AG0,Heuristic Sampling,AlphaGo,Robust,0.08,0.0,0.08,0,1.0,2000,2,49,64,112,3,1,7,7,4,49,6.37,3.43,2.94,0,0,0,0,0,0,0,0,0,1,0,,,,,
Progressive Widening,PlayoutHS,Qualitative,Proportional Exp,0.01,0.0,0.01,0,2.0,2000,2,64,81,144,2,1,8,8,4,64,6.56,3.5,3.06,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1 GRAVE,Random,Qualitative,MaxAvgScore,0.02,0.0,0.02,0,0.2,2000,2,94,60,153,3,1,9,9,6,60,5.1,5.1,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
Noisy AG0,NST,MonteCarlo,Proportional Exp,0.25,0.0,0.25,0,0.5,2000,2,32,25,56,2,2,5,5,4,26,4.48,4.48,0.0,1,0,0,0,0,0,0,1,0,1,0,,,,,
ExIt,Random,Score Bounded,Robust,0.44,0.0,0.44,0,1.0,2000,2,324,361,684,3,1,19,19,4,361,7.38,3.79,3.59,0,0,0,0,0,0,0,1,0,0,0,,,,,
Progressive Bias,LGR,MonteCarlo,MaxAvgScore,0.0,0.0,0.0,0,0.2,2000,2,6,10,15,2,2,5,9,5,18,3.5,3.0,0.5,0,0,0,0,0,0,0,1,0,1,0,,,,,
Progressive Widening,NST,MonteCarlo,Proportional Exp,0.23,0.01,0.235,0,0.2,2000,2,45,64,108,1,1,4,16,4,111,6.19,3.38,2.81,0,0,0,0,1,0,0,1,0,1,0,,,,,
UCB1 GRAVE,MAST,Implicit Minimax,Proportional Exp,0.0,0.0,0.0,0,0.5,2000,2,3,24,48,2,2,7,7,4,29,5.0,4.0,1.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
Alpha-Beta,Heuristic Sampling,MonteCarlo,Proportional Exp,0.34,0.0,0.34,0,1.0,2000,2,12,23,38,2,2,5,15,5,36,4.87,3.3,1.57,0,0,0,0,0,0,0,1,0,1,0,,,,,
UCB1 tuned,HS Playout,Qualitative,Robust,0.23,0.0,0.23,0,2.0,2000,2,12,23,38,2,2,5,15,5,36,4.87,3.3,1.57,0,0,0,0,0,0,0,1,0,1,0,,,,,
Progressive History,MAST,AlphaGo,MaxAvgScore,0.45,0.0,0.45,0,0.2,2000,2,12,23,38,2,2,5,15,5,36,4.87,3.3,1.57,0,0,0,0,0,0,0,1,0,1,0,,,,,
ExIt,HS Playout,MonteCarlo,Robust,0.0,0.0,0.0,0,0.5,2000,2,37,27,63,2,1,6,6,6,27,4.67,4.67,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
UCB1,LGR,Score Bounded,Proportional Exp,0.19,0.0,0.19,0,1.0,2000,2,37,27,63,4,1,6,6,6,27,4.67,4.67,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
Alpha-Beta,MAST,AlphaGo,Robust,0.07,0.0,0.07,0,2.0,2000,2,52,36,87,4,1,7,7,6,36,4.83,4.83,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
UCB1 tuned,PlayoutHS,AlphaGo,MaxAvgScore,0.17,0.0,0.17,0,0.2,2000,2,37,27,63,2,1,6,6,6,27,4.67,4.67,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
Noisy AG0,Heuristic,Score Bounded,Proportional Exp,0.02,0.0,0.02,0,0.5,2000,2,46,39,84,2,1,8,8,6,39,4.77,4.31,0.46,0,0,0,0,0,0,0,1,0,0,0,,,,,
McBRAVE,PlayoutHS,Heuristic,Robust,0.34,0.0,0.34,0,1.0,2000,2,73,48,120,2,1,8,8,6,48,5.0,5.0,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
AG0,HS Playout,Score Bounded,Robust,0.0,0.0,0.0,0,0.5,2000,2,0,43,84,2,1,23,15,6,43,3.91,3.91,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
Progressive Widening,LGR,AlphaGo,Proportional Exp,0.08,0.04,0.1,0,0.2,2000,2,40,37,76,2,1,9,5,10,37,4.54,4.11,0.43,0,0,0,0,0,0,0,1,0,0,0,,,,,
Alpha-Beta,Heuristic,Qualitative,Robust,0.0,0.0,0.0,0,0.5,2000,2,24,31,62,2,1,9,5,10,31,4.52,4.0,0.52,0,0,0,0,0,0,0,1,0,0,0,,,,,
Noisy AG0,NST,Implicit Minimax,Proportional Exp,0.0,0.0,0.0,0,1.0,2000,2,128,81,208,2,1,9,9,4,81,5.14,5.14,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
UCB1,HS Playout,MonteCarlo,MaxAvgScore,0.0,0.0,0.0,0,2.0,2000,2,216,127,342,2,1,13,13,6,127,5.39,5.39,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
Progressive Widening,Random,Qualitative,MaxAvgScore,0.02,0.0,0.02,0,0.2,2000,2,52,36,87,4,1,7,7,6,36,4.83,4.83,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
Implicit Minimax,HS Playout,MonteCarlo,Proportional Exp,0.11,0.0,0.11,0,0.5,2000,2,52,36,87,4,1,7,7,6,36,4.83,4.83,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
AG0,Heuristic,Score Bounded,Proportional Exp,0.0,0.0,0.0,0,1.0,2000,2,64,45,108,2,1,5,9,4,45,4.8,4.8,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
McBRAVE,NST,Qualitative,MaxAvgScore,0.0,0.0,0.0,0,2.0,2000,2,324,361,684,2,1,19,19,4,361,7.38,3.79,3.59,0,0,0,0,0,0,0,1,0,0,0,,,,,
Progressive History,Random,AlphaGo,Proportional Exp,0.46,0.0,0.46,0,0.2,2000,2,27,73,99,3,1,6,6,6,27,8.22,4.67,3.56,0,0,0,0,0,0,0,0,0,1,0,,,,,
Progressive Widening,LGR,Implicit Minimax,MaxAvgScore,0.31,0.06,0.34,0,1.0,2000,2,0,43,84,2,1,23,15,6,43,3.91,3.91,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
McGRAVE,LGR,Qualitative,MaxAvgScore,0.0,0.0,0.0,0,0.5,2000,2,27,73,99,3,1,6,6,6,27,8.22,4.67,3.56,0,0,0,0,0,0,0,0,0,1,0,,,,,
ExIt,MAST,Qualitative,Proportional Exp,0.0,0.0,0.0,0,1.0,2000,2,0,9,16,2,2,3,3,8,11,3.56,3.56,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
UCB1 tuned,PlayoutHS,MonteCarlo,Proportional Exp,0.5,0.0,0.5,0,2.0,2000,2,0,5,6,2,2,3,3,4,7,2.4,2.4,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
AG0,Random,MonteCarlo,Robust,0.0,1.0,0.5,0,0.2,2000,2,10,18,27,1,2,3,6,4,30,5.22,3.0,2.22,0,0,0,0,1,0,0,1,0,1,0,,,,,
ExIt,Heuristic,Score Bounded,MaxAvgScore,0.0,0.0,0.0,0,0.5,2000,2,64,41,104,4,1,9,9,4,41,5.07,5.07,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
UCB1 GRAVE,Random,Heuristic,Proportional Exp,0.01,0.0,0.01,0,1.0,2000,2,0,10,15,2,2,4,7,3,11,3.0,3.0,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
Implicit Minimax,NST,AlphaGo,Robust,0.53,0.0,0.53,0,2.0,2000,2,16,25,40,3,1,4,4,4,16,5.25,3.0,2.25,0,0,0,0,0,0,0,0,0,1,0,,,,,
